record_id,flight_date,flight_month,flight_year,airport_name,origin_state_abbr,operator,make_model,aircraft_type,engines,flight_phase,altitude,conditions_sky,conditions_precipitation,cost,damage,effect,wildlife_species,remarks,remains_collected,remains_sent_to_smithsonian,pilot_warned,number_struck,wildlife_size,people_injured,number_struck_actual
1464845,2023-08-05,8,2023,CHICAGO O'HARE INTL ARPT,IL,UNITED AIRLINES,B-737-800,A  ,2.0,Climb,0.0,Overcast,Rain,0.0,Unknown,Not Specified,Unknown bird,Pilot reported a bird strike on departure of runway 9C. No remains were found on the runway or aircraft. Flight continued to SEA. DAY. MOR: UAL2091 B738 KORD-KSEA departed runway 9C at 1850z.  UAL2091 called frequency 121.15 at 1855 about 20-25 miles Northwest of ORD advising they may have hit a bird during rotation on runway 9C.  Runway 9C was closed for a mandatory FOD inspection at 1856z.  CDA inspected 9C finding nothing on the Runway.  Runway 9C opened at 1903z.  UAL2091 continued to destination KSEA normally.  At this time no damage has been reported to UAL2091 Model: 737-824. Engine Manufacturer: CFM INTL. Engine Model: CFM56-7B26.,0,0,Unknown,1,Unknown,0.0,1.0
1464847,2023-08-05,8,2023,ALBANY INTL,NY,AMERICAN AIRLINES,A-319,A  ,2.0,Take-off Run,0.0,Some Cloud,No Precipitation,0.0,M?,Precautionary Landing,Red-tailed hawk,"SECOND REPORT: Pilot reported that they hit something on the takeoff run.  ATCT had reported to airport operations that there was debris on the runway.  Airport Operations found remains of a Red Tail Hawk on Runway 1/19 just south of Taxiway D.  Aircraft continued with their takeoff run and on climb out declared an emergency and returned to the airport for a precautionary landing.  *** EDIT - After inspection by maintenance they reported there was a hole inside of the engine and they pulled feathers out from the engine blades inside of the engine itself. TWO PHOTOS. MOR: AAL958 Advised the tower controller that they heard a loud bang on takeoff and were switched to departure. After being switched to Departure, AAL958 requested delay vectors to troubleshoot the situation and was climbed to 5,000. During this time Airport Authority was asked to sweep the runway, where they found remains of a red-tailed-hawk. At this point, it was assumed that the ""loud bang"" on departure was a bird strike, but AAL958 was not certain. AAL958 told departure after about 10 minutes of troubleshooting, ""mayday mayday mayday"" and declared an emergency. AAL958 was vectored into Albany runway 01 and landed, taxied off the runway and waited on a taxiway for a period of time per their request. Eventually, AAL958 requested taxi to the terminal which they did on their own power. At the terminal, it was determined that there was no aircraft damage, but remains were found near the engine. AAL958 had 138 persons on board, and 3 hours of fuel. ",1,0,Yes,1,Medium,0.0,1.0
1464981,2023-07-16,7,2023,DENVER INTL AIRPORT,CO,SKYWEST AIRLINES,CRJ700,A  ,2.0,Departure,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,SKW4701 REPORTED A POSSIBLE BIRD STRIKE DEPARTING RY34L. CONTINUED ON TO DESTINATION. AIRPORT OPS REPORTED ONE BIRD REMOVED UPON INSPECTING 34L. Horned lark (Eremophila alpestris),1,0,Unknown,1,Small,0.0,1.0
1464997,2023-08-11,8,2023,WESTCHESTER COUNTY ARPT,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Killdeer,Airport Operations observed 1 Killdeer carcass on RWY 16/34 during a routine runway inspection. There were no reports of any aircraft impact. NIGHT. ,1,0,Unknown,1,Small,0.0,1.0
1465002,2023-08-11,8,2023,ALBANY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Savannah sparrow,Carcass was discovered during routine field check. DAY. ,1,1,Unknown,1,Small,0.0,1.0
1465003,2023-08-11,8,2023,JOHN F KENNEDY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Mourning dove,Mourning dove carcass found in the shoulder of RWY 13L/31R between TWY WA and TWY D. No further information available. DAY. ,1,0,Unknown,1,Small,0.0,1.0
1465017,2023-07-21,7,2023,CHICAGO O'HARE INTL ARPT,IL,AIR WISCONSIN AIRLINES,CRJ100/200,A  ,2.0,Approach,0.0,Unknown,No Precipitation,0.0,N,Not Specified,Unknown bird,"AWI6210 reported striking a bird while landing on Runway 9L.  Runway 9L was closed for mandatory CDA inspection at 1400z.  AWI6210 continued taxi to gate G3 without issues.  Runway 9L reopened at 1410z CDA reported seeing something on the runway, however, it was removed by another bird prior to being identified by DOA.  At this time no damage has been reported by AWI6210. Air traffic control tower called to report a bird strike on runway 9L. Runway was closed by NOTAM. No damage or remains were found on aircraft or runway by AOS or maintenance. DAY. FOUND KORD",1,0,Unknown,1,Unknown,0.0,1.0
1465018,2023-07-26,7,2023,CHICAGO O'HARE INTL ARPT,IL,AIR WISCONSIN AIRLINES,CRJ100/200,A  ,2.0,Approach,100.0,Unknown,No Precipitation,0.0,N,Not Specified,Peregrine falcon,AWI6232 CRJ2 KGRR-KORD Reported striking a bird at about 001 AGL over Runway 28C.  Runway 28C was closed for a mandatory inspection at 0041z.  AWI6232 taxied to gate G12 normally under power.  CDA opened Runway 28C at 0047z finding nothing on the Runway.  At this time no damage has been reported to AWI6232. NOTE: NUMBER STRUCK NOT REPORTED ASSUME 1. Smithsonian Wildlife/Species Identification: Peregrine falcon (Falco peregrinus) Pilot reported a bird strike on runway 28C. CDA Ops reports no remains found on runway. Snarge was collected from landing gear and blood from the fuselage behind the wing. No damage to aircraft. DAY. FOUND KORD.,1,1,Unknown,1,Medium,0.0,1.0
1465078,2023-08-12,8,2023,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Killdeer,CDA Ops removed a killdeer from runway 10C-28C south of the centerline between taxiway P2 and taxiway P5 during the daily runway inspection. FOD. DAY.,1,0,Unknown,1,Small,0.0,1.0
1465112,2023-08-12,8,2023,BUFFALO-NIAGARA INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Red-tailed hawk,No pilot report of a strike. Bird remains found by Grounds person B.P. in RSA for rwy 14 at midpoint. DAY. ,1,0,Unknown,1,Medium,0.0,1.0
1465123,2023-08-11,8,2023,ROCKY MOUNTAIN METROPOLITAN ARPT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,DAY. broomfield,1,0,Unknown,1,Small,0.0,1.0
1465131,2023-08-11,8,2023,JOHN F KENNEDY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Laughing gull,"During runway inspection, Laughing gull carcass observed east of the centerline adjacent to TWY K1. Wildlife supervisor retrieved carcass. No further information available. DAY",1,0,Unknown,1,Small,0.0,1.0
1465134,2023-08-11,8,2023,DENVER INTL AIRPORT,CO,UNKNOWN COMMERCIAL,UNKNOWN,Unknown,2.0,Local,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Cliff swallow,Tower advised possible bird strike by previous departure Rwy 8. Unk info. Rwy 8 inspected and one bird removed. ,1,0,Unknown,1,Small,0.0,1.0
1465135,2023-08-11,8,2023,CHICAGO EXECUTIVE ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Common nighthawk,NIGHT,1,0,Unknown,1,Small,0.0,1.0
1465136,2023-08-11,8,2023,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Desert cottontail,"Carcass found RWY 25 CL, approximately 9300 RDR. No strike reported. NIGHT",1,0,Unknown,1,Medium,0.0,1.0
1465155,2023-08-13,8,2023,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Western meadowlark,"Reported by FAA ATCT, no reporting airline?",1,0,Unknown,1,Small,0.0,1.0
1465178,2023-08-10,8,2023,SCOTT AFB/MIDAMERICA ARPT,IL,ALLEGIANT AIR,A-320,A  ,2.0,Approach,300.0,Unknown,No Precipitation,0.0,N,Not Specified,Unknown bird - small,ASSUME 1 STRUCK,0,0,Unknown,1,Small,0.0,1.0
1465195,2023-08-14,8,2023,EAGLE COUNTY REGIONAL,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Brewer's blackbird,DAWN. 4 PHOTOS. ,1,0,Unknown,2-10,Small,0.0,6.0
1465206,2023-08-15,8,2023,PEORIA INTL ARPT,IL,PSA AIRLINES,CRJ900,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,0.0,N,Not Specified,Striped skunk,No evidence of strike on aircraft. PIA operations advised us that no evidence of remains were on runway. This report is in response to your request as PIA tower filed suspected strike. Crew reported a possible skunk strike on roll out.  Runway was inspected and no remains were found.  Evidence of a skunk in the area was very strong.,0,0,Unknown,1,Large,0.0,1.0
1465230,2023-08-14,8,2023,ALBANY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,European starling,Carcass discovered during routine field check by Airport Operations. DAY. ,1,0,Unknown,1,Small,0.0,1.0
1465245,2023-08-11,8,2023,CHICAGO MIDWAY INTL ARPT,IL,SOUTHWEST AIRLINES,B-737-8,A  ,2.0,Approach,0.0,Some Cloud,No Precipitation,0.0,N,Not Specified,Unknown bird,No damage. Just blood splatter.. Right inboard slat. ASSUME 1 STRUCK,0,0,Unknown,1,Unknown,0.0,1.0
1465246,2023-08-14,8,2023,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Killdeer,CDA Ops found a killdeer on runway 4R/22L during the nightly runway inspection. The bird was found on the west shoulder abeam taxiway 10L/28R. FOD. NIGHT.,1,0,Unknown,1,Small,0.0,1.0
1465258,2023-08-11,8,2023,DENVER INTL AIRPORT,CO,UNITED AIRLINES,B-737-900,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,0.0,N,Not Specified,Barn swallow,"Pilot reporting hitting a bird on RWY 17L.  Runway inspected nothing found.  Aircraft taxied to B53.  Bird it the top of the engine on the First Officer side, hit a fan blade.  Snarge removed from the top of the engine and the inside of the housing. ASSUME 1 STRUCK",1,1,Unknown,1,Small,0.0,1.0
1465269,2023-08-06,8,2023,LA GUARDIA ARPT,NY,AMERICAN AIRLINES,A-319,A  ,2.0,Approach,500.0,Some Cloud,No Precipitation,0.0,N,Not Specified,Unknown bird - small,Rob from American Airlines called Port Authority Operations to report a bird strike on inbound flight AAL2115 DCA - LGA at gate #19. 1st Officer reported the strike took place about 500ft on descent and they hit 1 small grey bird. American Airlines Maintenance worker confirmed no damage to the aircraft. SNARGE sample collected from the windshield of the 1st Officer s window and sent to Smithsonian for identification. SI ID  Insect (Insecta). ONE BIRD SEEN. Model: A319-132. Engine Manufacturer: IAE. Engine Model: V2500SERIES.,1,1,Yes,1,Small,0.0,1.0
1465308,2023-08-15,8,2023,JOHN F KENNEDY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Herring gull,ATCT received a report of FOD on RWY 04L. The carcass of one juvenile herring gull was removed close to the runway hold position marking at taxiway K3. No further information known. DAY. ,1,0,Unknown,1,Medium,0.0,1.0
1465456,2023-08-12,8,2023,CHICAGO O'HARE INTL ARPT,IL,AMERICAN AIRLINES,B-787-9,A  ,2.0,Climb,2000.0,Some Cloud,No Precipitation,0.0,N,Not Specified,Unknown bird - medium,6 miles west of kord ,0,0,Unknown,1,Medium,0.0,1.0
1465495,2023-08-15,8,2023,BUFFALO-NIAGARA INTL,NY,PIEDMONT AIRLINES,EMB-145,A  ,2.0,Take-off Run,0.0,Overcast,Rain,0.0,N,Not Specified,Barn swallow,No damage per the pilot.,1,0,Unknown,1,Small,0.0,1.0
1465503,2023-08-15,8,2023,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,White-tailed jackrabbit,One jack rabbit carcass removed off runway 17R near M6.,1,0,Unknown,1,Large,0.0,1.0
1466008,2023-04-07,4,2023,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American kestrel,"CDA Operations recovered an after hatch year female American kestrel on the north shoulder of taxiway P, west of taxiway P4. USDA WS confirmed ID. No Damage reported. DUSK.",1,0,Unknown,1,Small,0.0,1.0
1466011,2023-07-20,7,2023,LA GUARDIA ARPT,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American kestrel,On 7/20/23 While preforming morning runway inspections duty manager Oppedisano found a carcass belonging to a American Kestrel in the shoulder of runway 13. DAWN. NOTE: NUMBER STRUCK NOT REPORTED ASSUME 1.,1,0,Unknown,1,Small,0.0,1.0
1466038,2023-07-27,7,2023,JOHN F KENNEDY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Peregrine falcon,"During a surface inspection of RWY 22L, remains of an unknown bird were recovered from the left side of the TWY E lead on line approximately 10 feet past the hold bar. No further information known. A feather sample was sent to the Smithsonian for species identification. DAY. Smithsonian Wildlife/Species Identification: Peregrine falcon (Falco peregrinus)",1,1,Unknown,1,Medium,0.0,1.0
1466062,2023-08-12,8,2023,NIAGARA FALLS INTL,NY,USA JET AIRLINES,MD-80,A  ,2.0,Take-off Run,0.0,Some Cloud,No Precipitation,0.0,N,Not Specified,Sparrows,ASSUME 1 STRUCK,1,0,Unknown,1,Small,0.0,1.0
1466337,2023-08-13,8,2023,CHICAGO/ROCKFORD INTL ARPT,IL,ATLAS AIR,B-767-300,A  ,2.0,Landing Roll,0.0,Overcast,No Precipitation,0.0,N,Not Specified,Killdeer,The B-767-300 nose struck a killdeer just before the nose wheel touched down on RWY 07. No damage was recorded to the aircraft and there was no adverse effect on flight. Smithsonian Wildlife Identification Comments: both samples   Killdeer. TWO PHOTOS,1,1,Yes,1,Small,0.0,1.0
1466420,2023-08-16,8,2023,CENTENNIAL ARPT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Song sparrow,Not Specified,1,0,Unknown,1,Small,0.0,1.0
1466445,2023-08-15,8,2023,ADIRONDACK REGIONAL ARPT,NY,CAPE AIR,C-402,A  ,2.0,Take-off Run,0.0,Some Cloud,No Precipitation,0.0,N,Aborted Take-off,American kestrel,no visible damage. ,1,0,Unknown,1,Small,0.0,1.0
1466652,2023-08-16,8,2023,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Western meadowlark,Bird removed. day,1,0,Unknown,1,Small,0.0,1.0
1466653,2023-08-16,8,2023,UNIV OF ILLINOIS -WILLARD ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Eastern meadowlark,found dead bird during daytime runway inspection,1,0,Unknown,1,Small,0.0,1.0
1467142,2023-08-15,8,2023,STEWART INTL AIRPORT,NY,BUSINESS,DASSAULT-2000,A  ,2.0,Approach,7000.0,Some Cloud,No Precipitation,0.0,M?,Not Specified,Unknown bird,New Windsor.  TVPX MSN 390 BUSINESS TRUST,0,0,Unknown,1,Unknown,0.0,1.0
1467150,2023-08-16,8,2023,DENVER INTL AIRPORT,CO,UNITED AIRLINES,B-737-900,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,0.0,N,Not Specified,Brazilian free-tailed bat,"UAL 2663 landed runway 17R. A/C N39423. Aircraft was inspected at the gate B31, snarge collected from the left wing, no damage. Ops 7 inspected the rwy, nothing found.  737-924ER, Engine Manufacturer CFM INTL Classification Standard Engine Model CFM56-7B26 Smithsonian Wildlife/Species Identification: Brazilian free-tailed bat (Tadarida brasiliensis)",1,1,Yes,1,Small,0.0,1.0
1467158,2023-08-16,8,2023,CHICAGO O'HARE INTL ARPT,IL,AMERICAN AIRLINES,B-787-8,A  ,2.0,Approach,900.0,No Cloud,No Precipitation,0.0,N,Not Specified,Unknown bird - medium,"There was no apparent damage.  737-8, Engine Manufacturer CFM INTL Classification Standard Engine Model LEAP-1B25 Nose strut",0,0,No,1,Medium,0.0,1.0
1467675,2023-08-07,8,2023,QUAD CITY ARPT,IL,SKYWEST AIRLINES,CRJ100/200,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,0.0,N,Not Specified,Tree swallow,"No damage to aircraft. One Tree Swallow found and removed from Runway 27 at midfield. MOR: SKW5568 landed on Runway 27, they reported a Bird Strike just before Taxiway J on their rollout. They have been instructed to call the tower if they have any damage.",1,0,Unknown,1,Small,0.0,1.0
1467689,2023-08-16,8,2023,CITY OF COLORADO SPRINGS MUNI APRT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,night,1,0,Unknown,1,Small,0.0,1.0
1467709,2023-08-08,8,2023,JOHN F KENNEDY INTL,NY,JETBLUE AIRWAYS,A-320,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,0.0,Unknown,Not Specified,Laughing gull,"ATC notified the 97- Anthony Tartaglia of a possible bird strike on runway 31L, A. Tartaglia conducted a sweep of the runway and found the carcass of fully intact laughing gull. Jetblue 1719 reported to ATC that while on his takeoff roll he might have hit a bird, but was going to continue to his destination. No report of damage as of yet. Unknown damage at this time as aircraft continued to destination. MOR: THE PILOT OF JBU1719 REPORTED A POSSIBLE BIRD STRIKE ON DEPARTURE. PONY/NJ ADVD. VEHICLE DID A RY INSPECTION AND FOUND A CARCASS. NO DISCREPANCIES. A/C CONTINUED TO DESTINATION",1,0,Unknown,1,Small,0.0,1.0
1467735,2023-08-16,8,2023,CHICAGO O'HARE INTL ARPT,IL,UNITED AIRLINES,B-737-700,A  ,2.0,Approach,0.0,Some Cloud,No Precipitation,0.0,N,Not Specified,Barn swallow,"Maintenance found snarge on the aircraft while at the gate and performing a walk around. The aircraft landed at 7:00am, snarge was found at 8:00am. Assumed to be a barn swallow (Hirundo rustica). No Damage to Aircraft. DAY.  737-700, Engine Manufacturer CFM INTL Classification Standard Engine Model CFM56-7B22. Smithsonian Wildlife/Species Identification: Barn swallow (Hirundo rustica)",1,1,Yes,1,Small,0.0,1.0
1467736,2023-08-17,8,2023,QUAD CITY ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Killdeer,"Found dead on runway, removed. DAY",1,0,Unknown,1,Small,0.0,1.0
1467746,2023-08-09,8,2023,DENVER INTL AIRPORT,CO,SOUTHWEST AIRLINES,B-737-700,A  ,2.0,Take-off Run,0.0,Some Cloud,No Precipitation,0.0,N,Not Specified,Unknown bird - small,"MOR: SWA2333 B737, PILOT REPORTED BIRD STRIKE RY17R, UNKNOWN DAMAGE AND WILL CONTINUE. LC2 124.3.  737-7BD, Engine Manufacturer CFM INTL Classification Standard Engine Model CFM56-7B22",0,0,Yes,1,Small,0.0,1.0
1467754,2023-08-09,8,2023,CHICAGO O'HARE INTL ARPT,IL,AIR WISCONSIN AIRLINES,CRJ100/200,A  ,2.0,Landing Roll,0.0,Overcast,No Precipitation,0.0,N,Not Specified,Unknown bird,"Pilot reported a bird striking the radome of the aircraft during landing roll. No remains were found on the aircraft or runway 27C. CB was unable to speak to pilot. No damage to aircraft. DAY. MOR: AWI6232 CRJ2 KGRR-KORD called CD/FD position #19 around 2119z after conducting post flight walk around and reported possibly hitting a bird at some point during their flight.  The pilot was unsure where the strike happened, however, they stated it possibly could have occurred while landing on runway 27C at 2058z.  Runway 27C was closed by CDA for a FOD inspection at 2123z.  Runway 27C opened at 2131z with nothing being found.  At this point no damage has been reported to the aircraft. ",0,0,Unknown,1,Unknown,0.0,1.0
1467773,2023-08-10,8,2023,QUAD CITY ARPT,IL,SKYWEST AIRLINES,EMB-170,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,0.0,Unknown,Not Specified,Red-winged blackbird,MOR: SKW5302 departed RY27 and reported a bird strike shortly after taking off. Squad swept runway found 7 small birds.,1,0,Unknown,2-10,Small,0.0,6.0
1467778,2023-08-16,8,2023,DENVER INTL AIRPORT,CO,FEDEX EXPRESS,B-767-300,A  ,2.0,Climb,1000.0,No Cloud,No Precipitation,0.0,N,Not Specified,Unknown bird,ASSUME 1 STRUCK,0,0,Unknown,1,Unknown,0.0,1.0
1467793,2023-07-24,7,2023,CENTENNIAL ARPT,CO,BUSINESS,LEARJET-45,A  ,2.0,Landing Roll,0.0,Overcast,No Precipitation,0.0,N,Not Specified,Horned lark,No aircraft damage. Strike was reported on the landing rollout. Policed bird remains off RY 17L just North of A5. MHS 3-2-1 GO LLC. Struck upper part of right windscreen. No aircraft damage. Smithsonian Wildlife/Species Identification: Horned lark (Eremophila alpestris) MOR: N572AK REPORTED A BIRD STRIKE WHILE LANDING RY17L. PORT 5 INSPECTED AND NO DAMAGE REPORTED TO AIRCRAFT.,1,1,Unknown,1,Small,0.0,1.0
1467810,2023-08-12,8,2023,ALBANY INTL,NY,FEDEX EXPRESS,B-757-200,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,0.0,N,Not Specified,Eastern meadowlark,"No damage found and no bird carcass found on runway. No snarge sample on aircraft.  No bird carcass found on initial report from landing aircraft and resulting runway inspection.  Subsequent runway inspection discovered bird carcass in area of reported strike.  Collected feathers and sent to Smithsonian for ID. MOR: Struck medium sized bird, left side of aircraft on the runway during landing. ",1,1,Yes,1,Small,0.0,1.0
1467827,2023-07-19,7,2023,WESTCHESTER COUNTY ARPT,NY,BUSINESS,CIRRUS SR 20/22,A  ,1.0,Landing Roll,0.0,Some Cloud,No Precipitation,0.0,N,Not Specified,Unknown bird - small,"The aircraft, a Cirrus SR-20 registered N115AP was performing touch and goes when the strike occurred, however, it did not have any impact on flight and the SR-20 continue flying. The flight instructor stated that he saw the bird hitting the bottom of the fuselage, while they were on the landing roll. TOMORROWS AVIATORS LLC. Smithsonian Wildlife/Species Identification: Insect (Insecta). ONE PHOTO MOR: N115AP WAS PRACTICING CLOSED TRAFFIC FOR RWY 11.  ON ITS LANDING ROLL, N115AP REPORTED STRIKING A ""SMALL SEA-TYPE BIRD"".  A RUNWAY SWEEP YIELDED NEGATIVE FINDINGS.  N115AP RETURNED TO RWY 11 AND DEPARTED FOR MORE PATTERN WORK.",1,0,Yes,1,Small,0.0,1.0
1467845,2023-08-13,8,2023,CHICAGO O'HARE INTL ARPT,IL,UNITED AIRLINES,B-737-900,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,0.0,Unknown,Not Specified,Barn swallow,"Pilot reported a bird strike while landing on runway 10R. CDA Ops picked up a barn swallow on the centerline of runway 10R/28L midfield. No damage to the aircraft. DAY.  737-924ER, Engine Manufacturer CFM INTL Classification Standard Engine Model CFM56-7B26/2. MOR: UAL2451 REPOPRTED A BIRD STRIKE WHEN LANDING RWY10R. RUNWAY WAS CLOSED BY CDA FOR INSPECTION. AT 1412 THE RUNWAY WAS OPENED. AT THE TIME OF THIS MOR, THERE HAS BEEN NO REPORT OF DAMAGE BY THE PILOTS OF UAL2451.",1,0,Unknown,1,Small,0.0,1.0
1467848,2023-08-17,8,2023,QUAD CITY ARPT,IL,DELTA AIR LINES,CRJ900,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,0.0,Unknown,Not Specified,Bank swallow,No damage reported DATABASE NOTE: CAN NOT LOCATE ON FLIGHTWARE SINCE WE DO HAVE A FLIGHT NUMBER. LIKELY NOT DAL BUT A SUB CARRIER.,1,0,Unknown,1,Small,0.0,1.0
1467898,2023-08-05,8,2023,GREATER ROCHESTER INTL,NY,BUSINESS,C-172,A  ,1.0,Landing Roll,0.0,Some Cloud,No Precipitation,0.0,N,Not Specified,Sparrows,NOTE: OWNER/ OPERATOR   CANANDAIGUA AIR CENTER LLC. MOR: N904RA WAS IN THE PATTERN ON RUNWAY 25 WHEN THE BIRD STRIKE OCCURED ON THE LANDING ROLL. AIRCRAFT TAXIED BACK TO THE RAMP ON THEIR OWN POWER. NO DAMAGE TO THE AIRCRAFT AND THE RUNWAY IS CLEAR.,1,0,Yes,1,Small,0.0,1.0
1467903,2023-08-03,8,2023,ASPEN-PITKIN COUNTY ARPT/SARDY FIELD,CO,BUSINESS,GULFSTREAM G550,A  ,2.0,Landing Roll,0.0,Some Cloud,No Precipitation,0.0,N,Not Specified,Brown-headed cowbird,"WOODS MANAGEMENT LLC. Snarge on middle of leading edge for right wing, nose cone just left of center, and on the left wing root MOR: N5430G reported hitting two small birds on roll out on RWY15.  N5430G reported no known damage.",1,0,Unknown,2-10,Small,0.0,6.0
1467954,2023-08-16,8,2023,CHICAGO O'HARE INTL ARPT,IL,AMERICAN AIRLINES,A-321,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,0.0,N,Not Specified,Barn swallow,ASSUME 1 STRUCK SECOND REPORT: Pilot reported a bird strike on departure. CDA Ops found a barn swallow on runway 28R and taxiway N2. Flight continued to Dallas. DAY. MOR: AAL2754 WAS A DEPARTURE OFF OF OHARE RUNWAY 28R AT N5. THE CONTROLLER PROVIDING SERVICES CLEARED THE AIRCRAFT FOR TAKE OFF. ONCE THE AIRCRAFT WAS AIRBORNE THE PILOT ADVISED THE CONTROLLER THAT THEY STRUCK A BIRD DURING THEIR TAKEOFF ROLL. THE PILOT ELECTED TO CONTINUE THE FLIGHT AND ADVISED THE CONTROLLER THAT THEY WOULD CALL ORD IF THERE WAS DAMAGE TO THE AIRCRAFT ONCE THEY LANDED IN DFW.,1,0,Yes,1,Small,0.0,1.0
1468151,2023-08-17,8,2023,LA GUARDIA ARPT,NY,ENDEAVOR AIR,CRJ900,A  ,2.0,Approach,300.0,Some Cloud,No Precipitation,0.0,N,Not Specified,Mourning dove,"At 0703L PA Operations received a birdstrike report from Endeavor Airline. PA 61(EJ) responded to the scene at Gate 75 and spoke with aircraft technician, J Tenesaca, who stated the strike took place on the right wing of the aircraft. After meeting with the aircraft technician, PA 61(EJ) reported to the cockpit and spoke with the pilots who stated they saw a flock of small birds and struck it at KLGA airport upon landing. PA 61 (EJ) took a snarge sample and did not witness any damage on the aircraft. Smithsonian Wildlife/Species Identification: Mourning dove (Zenaida macroura)",1,1,Yes,2-10,Small,0.0,6.0
1468154,2023-08-17,8,2023,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Western meadowlark,One bird removed. DAY,1,0,Unknown,1,Small,0.0,1.0
1468173,2023-08-17,8,2023,QUAD CITY ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American kestrel,Found dead on runway.  Removed. DAY,1,0,Unknown,1,Small,0.0,1.0
