record_id,flight_date,flight_month,flight_year,airport_name,origin_state_abbr,operator,make_model,aircraft_type,engines,flight_phase,altitude,conditions_sky,conditions_precipitation,cost,damage,effect,wildlife_species,remarks,remains_collected,remains_sent_to_smithsonian,pilot_warned,number_struck,wildlife_size,people_injured,number_struck_actual
1533649,2023-09-18,9,2023,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American pipit,CDA Ops located bird on runway 4R/22L south of taxiway Y2 during daily runway inspection. FOD. NIGHT. DAY.  .DAY.,1,1,Unknown,1,Small,0.0,1.0
1533652,2023-09-18,9,2023,QUAD CITY ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Killdeer,"1 killdeer found 3,000 ft. down RWY 27 near TWY November approximately 20 ft. north of centerline; specimen exhibited signs of blunt force trauma. DAY.  .DAY.",1,0,Unknown,1,Small,0.0,1.0
1533658,2023-09-18,9,2023,QUAD CITY ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Cliff swallow,one bird carcass found on runway. was not reported by any pilot. DAY .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533671,2023-09-20,9,2023,QUINCY REGIONAL ARPT - BALDWIN FLD,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,House sparrow,DAY.  .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533676,2023-09-20,9,2023,QUAD CITY ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Mourning dove,Mourning dove found on RWY 5 no know report of a strike from any pilots. DAY.  .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533678,2023-09-20,9,2023,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,"During the daily inspection, a horned lark was found near the F8 shoulder. It was removed and no aircraft reported a strike. .DAY.",1,0,Unknown,1,Small,0.0,1.0
1533683,2023-09-22,9,2023,GRAND JUNCTION REGIONAL ARPT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Barn swallow,DAWN.  .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533686,2023-09-22,9,2023,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,Runway inspection per request ATCT for RWY 35L. 4 carcasses found on RWY in the vicinity of M4. Aircraft that struck the wildlife is unknown. .DAY.,1,0,Unknown,2-10,Small,0.0,6.0
1533688,2023-09-22,9,2023,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Common nighthawk,CDA Ops found a common nighthawk on at the midpoint of runway 10R during the daily runway inspection. No flight information was found and no reported of damage to the aircraft. FOD. DAY. .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533689,2023-09-22,9,2023,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,horned lark .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533694,2023-09-22,9,2023,STEWART INTL AIRPORT,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American kestrel,Pilot reported an obstruction on RWY 09 at the 4K distance remaining marker. Operations went to retrieve the object where it was discovered to be an American Kestrel. No pilot reported actually hitting the Kestrel. day. Smithsonian Wildlife/Species Identification: American kestrel (Falco sparverius) .DAY.,1,1,Unknown,1,Small,0.0,1.0
1533699,2023-09-24,9,2023,GRAND JUNCTION REGIONAL ARPT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Barn swallow,DAY. 1 PHOTOS.  .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533701,2023-09-24,9,2023,GRAND JUNCTION REGIONAL ARPT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Barn swallow,DAY. 1 PHOTO.  .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533708,2023-09-27,9,2023,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Savannah sparrow,CDA Ops found a savannah sparrow during the daily runway inspection of runway 27R. Found at midpoint of runway on the north shoulder. FOD. DAY. .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533722,2023-09-25,9,2023,ROCKY MOUNTAIN METROPOLITAN ARPT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Western meadowlark,Pilot reported bird remains on the RWY and 1 western meadowlark was found and removed from RWY 30L by TWY B. DAY .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533727,2023-09-26,9,2023,JOHN F KENNEDY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Herring gull,One Herring Gull carcass was removed from the East shoulder of RWY 04L between K1& K2. No further information known. DAY.  .DAY.,1,0,Unknown,1,Medium,0.0,1.0
1533734,2023-09-27,9,2023,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American kestrel,"CDA Ops found an American kestrel, female after hatch-year on runway 10R abeam taxiway W2 during the daily runway inspection. FOD. DAY. .DAY.",1,0,Unknown,1,Small,0.0,1.0
1533742,2023-09-28,9,2023,QUINCY REGIONAL ARPT - BALDWIN FLD,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,House sparrow,null .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533744,2023-09-28,9,2023,CITY OF COLORADO SPRINGS MUNI APRT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,null .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533748,2023-09-28,9,2023,CITY OF COLORADO SPRINGS MUNI APRT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,day .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533754,2023-09-29,9,2023,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Eastern meadowlark,CDA Ops picked up eastern meadowlark north of the centerline of runway 9R/27L just east of runway 4L. Found during daily runway inspection. FOD. DAY. .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533771,2023-10-29,10,2023,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Lesser scaup,CDA Ops found a lesser scaup on the hold bar of runway 10L/28R abeam taxiway Z and taxiway P. FOD. DAY. .DAY.,1,0,Unknown,1,Medium,0.0,1.0
1533798,2023-11-01,11,2023,CITY OF COLORADO SPRINGS MUNI APRT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,DAY .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533814,2023-11-01,11,2023,ASPEN-PITKIN COUNTY ARPT/SARDY FIELD,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American robin,Found by Airport operations during regular inspection. Carcass fully intact. DAY .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533817,2023-04-12,4,2023,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Rock pigeon,"3 pigeons and a horned lark. SWA reported seeing FOD on RWY 17R. RWY inspected and found 1 pigeon ~9750 RDR, a horned lark on TWY M7 at the runway edge line, and 2 additional pigeons near the runway centerline between Twy M6 and Twy M7. No strikes reported. NIGHT .DAY.",1,0,Unknown,2-10,Small,0.0,6.0
1533823,2023-11-03,11,2023,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Mourning dove,CDA Ops found a mourning dove on runway 27C during daily runway inspection between taxiway TT and taxiway B north of centerline. FOD. DAY. .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533846,2023-09-20,9,2023,CHICAGO EXECUTIVE ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Common nighthawk,"DAY. “Reported as nighthawk, assume common nighthawk based on location”.   .DAY.",1,0,Unknown,1,Small,0.0,1.0
1533872,2023-11-17,11,2023,CENTRAL ILLINOIS REGNL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Killdeer,DAY. Killdeer Female. TWO PHOTOS .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533877,2023-11-14,11,2023,CENTRAL ILLINOIS REGNL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Mourning dove,day .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533887,2023-12-06,12,2023,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Mourning dove,"Wildlife services recovered a mourning dove in the runway safety area of runway 10C/28C. Found on the south side between taxiway CC and the 8,000 ft. distance remaining sign for 10C approach during weekly runway inspection. FOD. DAY. .DAY.",1,0,Unknown,1,Small,0.0,1.0
1533898,2023-12-19,12,2023,JOHN F KENNEDY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Ring-billed gull,During routine inspections. Carcass found on the shoulder of runway 4L. East side of the runway. between K3 and K4. DAY .DAY.,1,0,Unknown,1,Medium,0.0,1.0
1533906,2023-11-12,11,2023,LA GUARDIA ARPT,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Herring gull,"Carcass found in RWY 4/22 safety area at departure end, during vehicle inspection. Smithsonian Wildlife/Species Identification: Herring gull (Larus argentatus)DAY   .DAY.",1,1,Unknown,1,Medium,0.0,1.0
1533920,2023-11-24,11,2023,JOHN F KENNEDY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Ring-billed gull,"ATCT advised of FOD on the runway, upon responding a carcass was observed in the shoulder of RWY 31L. Carcass was collected. No further information available. DAY .DAY.",1,0,Unknown,1,Medium,0.0,1.0
1533933,2023-12-02,12,2023,LONG ISLAND MAC ARTHUR,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Red-tailed hawk,Smithsonian Wildlife/Species Identification: Red-tailed hawk (Buteo jamaicensis) .DAY.,1,1,Unknown,1,Medium,0.0,1.0
1533938,2023-12-04,12,2023,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,Pilots reported spotting multiple birds on the runway @ 2000 RDR. OPS removed 3. No damage reported. DAY .DAY.,1,0,Unknown,2-10,Small,0.0,6.0
1533941,2023-12-08,12,2023,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,Unk flight departed Rwy 25. Rwy 25 inspected and 1 bird removed. day .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533943,2023-06-24,6,2023,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Eastern meadowlark,"CDA Ops removed an Eastern meadowlark south of centerline on runway 10R, abeam taxiway W3 during daily runway inspection. FOD. DAY. .DAY.",1,0,Unknown,1,Small,0.0,1.0
1533948,2024-02-05,2,2024,SAN LUIS VALLEY REGNL ARPT/BERGMAN FIELD,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Red-winged blackbird,DAY .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533953,2024-02-06,2,2024,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,Remains removed from Twy P. Just S of P6. DAY .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533959,2024-02-08,2,2024,CITY OF COLORADO SPRINGS MUNI APRT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,DAY .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533978,2023-08-22,8,2023,PEORIA INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Killdeer,DAY. Runway 13 Nearest Taxiiway E4. DATABASE NOTE: PREVIOUS REVISION INDICATED THAT REMAINS WERE SENT TO THE SMITHSONIAN FEATHER ID LAB FOR ID. NO REMAINS RECEIVED BY THE SMITHSONIAN FEATHER ID LAB AS OF 03.29.24 .DAY.,1,0,Unknown,1,Small,0.0,1.0
1533989,2023-07-29,7,2023,LONG ISLAND MAC ARTHUR,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American kestrel,"ATCT called stating an aircraft was reporting FOD at the intersection of Rwy 24 and Rwy 33L.  Upon inspection of the area, what appeared to be a transponder or DME antenna was found close to the edge line on the North side of Rwy 24 just prior to the Rwy 33L intersection. Further Inspection found a deceased bird carcass on the same edge of the runway, a few hundred feet towards the approach end. There were no reports of a bird strike prior to these findings, nor was any snarge found on the aircraft part in question. Bird band number 1893-70788   ASSUME 1 STRUCK .DAY.",1,0,Unknown,1,Small,0.0,1.0
1534006,2022-06-24,6,2022,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,Ops8/MG/RMM we are removing a bird at TWY P4 on RWY 35R and spotted another horned lark between TWY P4 and TWY P3. .DAY.,1,0,Unknown,2-10,Small,0.0,6.0
1534016,2024-02-20,2,2024,CITY OF COLORADO SPRINGS MUNI APRT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,null .DAY.,1,0,Unknown,1,Small,0.0,1.0
1534025,2024-02-24,2,2024,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,Carcus found on RWY 34L inspection .DAY.,1,0,Unknown,1,Small,0.0,1.0
1534044,2024-02-18,2,2024,JOHN F KENNEDY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Herring gull,"Unreported bird strike found on RWY 31L and TWY MB by Airport Duty Manager (99RD). Carcass bagged, tagged and placed in the freezer. DAY .DAY.",1,0,Unknown,1,Medium,0.0,1.0
1534049,2024-02-28,2,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Ring-billed gull,"CDA Ops found a ring-billed gull during the runway inspection of 22L. Bird was found at the 5,000 distance remaining sign for runway 22L, east of the centerline. FOD. DAY. .DAY.",1,0,Unknown,1,Medium,0.0,1.0
1534053,2024-02-27,2,2024,JOHN F KENNEDY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American woodcock,Unknown carcass found on the shoulder of RWY 13L and TWY V while conducting a routine inspection of RWY 13L. Snarge sent to Smithsonian for identification. No aircraft report of a birdstrike; no additional information at this time. DAY.  .DAY.,1,1,Unknown,1,Small,0.0,1.0
1534054,2024-02-28,2,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Short-eared owl,CDA Ops found a short-eared owl at the northeast corner of runway 9C/27C near the intersection of 4L/22R during the daily runway inspection. Bird was found at the edge line marking of Runway 9C. FOD. DAY. .DAY.,1,0,Unknown,1,Small,0.0,1.0
1534062,2024-03-01,3,2024,PEORIA INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Northern flicker,DAWN.  .DAY.,1,0,Unknown,1,Small,0.0,1.0
1534063,2024-03-02,3,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Great horned owl,"CDA Ops found a second-year (unknown sex) great horned owl in the approach of runway 27R during daily runway inspection. Remains collected in the approach of runway 27R, north of the touchdown zone, west of the 6,000 feet RDR. Sent in to confirm ID. FOD. DAY. .DAY.",1,1,Unknown,1,Large,0.0,1.0
1534067,2024-02-29,2,2024,DENVER INTL AIRPORT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,"Commute Air 4270, E175, departed rwy17L and reported a possible bird strike. Rwy 17L inspected and one bird removed. DAY .DAY.",1,0,Unknown,1,Small,0.0,1.0
1534089,2024-03-08,3,2024,ROCKY MOUNTAIN METROPOLITAN ARPT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Western meadowlark,Complete meadowlark removed from RWY 30R adj TWY A2. DAY.  .DAY.,1,0,Unknown,1,Small,0.0,1.0
1534091,2024-03-09,3,2024,QUAD CITY ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Ring-billed gull,DAY.  .DAY.,1,0,Unknown,1,Medium,0.0,1.0
1534095,2024-03-10,3,2024,CHICAGO MIDWAY INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Ring-billed gull,"During routine runway inspections, MDW OPS collected bird remains from the center of the airfield on RWY 22L near the bullseye. USDA later identified the remains as a Ring-billed Gull. DAY.  .DAY.",1,0,Unknown,1,Medium,0.0,1.0
1534100,2024-03-11,3,2024,YAMPA VALLEY,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,null .DAY.,1,0,Unknown,1,Small,0.0,1.0
1534106,2024-03-12,3,2024,FORT COLLINS-LOVELAND MUNI ARPT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,DAY.  .DAY.,1,0,Unknown,1,Small,0.0,1.0
1534109,2024-03-12,3,2024,PEORIA INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American robin,American Robin found dead at the approach end of runway 31. DAY.  .DAY.,1,0,Unknown,1,Small,0.0,1.0
1534112,2024-03-12,3,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Mourning dove,CDA Ops collected remains on runway 10C/28C during the daily runway inspection. Found north of centerline. FOD. DAY. .DAY.,1,1,Unknown,1,Small,0.0,1.0
1534113,2024-03-13,3,2024,CHICAGO MIDWAY INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American kestrel,"During routine runway inspections, MDW OPS collected (2) bird remains on RWY 4R near the intersection of TWY F. USDA later identified the (2) remains as American Kestrel. DAY.  .DAY.",1,0,Unknown,2-10,Small,0.0,6.0
1534115,2024-03-13,3,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Horned lark,"CDA Ops recovered sparrow remains on the runway inspection of 9C/27C. Found south of centerline, west of taxiway M. FOD. DAY. .DAY.",1,1,Unknown,1,Small,0.0,1.0
1534121,2024-03-15,3,2024,ALBANY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Wilson's snipe,"Bird carcass discovered by Airport Operations during routine field inspection. RWY 1, immediately north of TWY B. DAY.  .DAY.",1,1,Unknown,1,Small,0.0,1.0
1534122,2024-03-15,3,2024,CENTENNIAL ARPT,CO,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Western meadowlark,null .DAY.,1,0,Unknown,1,Small,0.0,1.0
1534135,2024-04-04,4,2024,MOUNT VERNON ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Northern flicker,"Report received on 5200-7 by FAA and transferred to Smithsonian. No remains, but carcass photo was attached to paper report. This report created by Smithsonian based on paper 5200-7. Original remarks, ""During grass cutting, the mower operator noticed a bird carcass lying approximately 10 feet south of the runway pavement edge. the decapitated carcass exhibited no stiffness or discolored blood. No pilots reported any strikes. Species: Northern Flicker."" Original report created by Christopher E. Collins, Airport Director. DAY. ",1,1,Unknown,1,Small,0.0,1.0
1534159,2024-04-10,4,2024,CHICAGO O'HARE INTL ARPT,IL,AEROMEXICO,B-737-8,A  ,2.0,Approach,0.0,No Cloud,No Precipitation,0.0,Unknown,Not Specified,Unknown bird,Pilot reported a birdstrike over the threshold of runway 28C while landing. Pilot confirmed he saw a bird and felt a birdstrike on the first officer side of aircraft. No remains were found on the runway and no snarge was found on the aircraft. Reports of a fuel spill from the aircraft caused concern. WS spoke with AMX KORD Station Manager to confirm the reported fuel spill was un-related to bird strike. NIGHT. Type: 737-8MAX. Engines: 2 x CFMI LEAP-1B. ,0,0,Yes,1,Unknown,0.0,1.0
1534176,2024-04-04,4,2024,CHICAGO MIDWAY INTL ARPT,IL,SOUTHWEST AIRLINES,B-737-8,A  ,2.0,Climb,20.0,No Cloud,No Precipitation,0.0,N,Not Specified,Unknown bird - small,"Small bird.  737-8, Engine Manufacturer CFM INTL Classification Standard Engine Model LEAP-1B27 SER",0,0,Unknown,1,Small,0.0,1.0
1534184,2024-04-05,4,2024,JOHN F KENNEDY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,Herring gull,"Upon routine inspection of RWY 4L/22R, a Herring Gull carcass was found on the shoulder of 4L between TWY K4 and RWY 31L. No aircraft reported of a birdstrike at this time; no additional information at this time. 11:12 DAY. ",1,0,Unknown,1,Medium,0.0,1.0
1534186,2024-04-05,4,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,European starling,"CDA Ops found a European starling on runway 9C, south of centerline at taxiway TT during the daily runway inspection. FOD. DAY. 10:34",1,0,Unknown,1,Small,0.0,1.0
1534190,2024-04-05,4,2024,JOHN F KENNEDY INTL,NY,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American barn owl,"Upon routine inspection of RWY 4R/22L, an unknown carcass was found on the shoulder of 4R between TWY H and J. No aircraft reported of a birdstrike at this time; no additional information at this time. 10:30 DAY.  Smithsonian Wildlife/Species Identification: Barn owl (Tyto alba)",1,1,Unknown,1,Medium,0.0,1.0
1534192,2024-04-05,4,2024,CHICAGO/ROCKFORD INTL ARPT,IL,UNKNOWN,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,0.0,Unknown,Not Specified,American robin,"During normal airfield inspection, Airport Operations found bird remains on runway 07 between taxiways H & M. Unknown what aircraft struck the bird. No strikes were reported to tower. Remains will be sent to the Smithsonian for positive ID. 11:30 DAY. Smithsonian Wildlife/Species Identification: American robin (Turdus migratorius)  TWO PHOTOS",1,1,Unknown,1,Small,0.0,1.0
1534209,2024-04-05,4,2024,CHICAGO MIDWAY INTL ARPT,IL,SOUTHWEST AIRLINES,B-737-8,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,0.0,M?,Not Specified,American kestrel,"Flight crew reported that the aircraft struck a bird during take-off run on runway 4R at KMDW.  The flight continued to its destination (KCLT) and landed without incident.  Evidence of the strike was found on the left wing flap with damage in the form of a small dent on the flap leading edge.  Aircraft continued with operations the next day, unknown if that was scheduled or if the aircraft was out of service for inspections and cleanup.  CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for analysis.  Photos uploaded with this report. TWO PHOTOS. Dent in left flap leading edge. 737-8, Engine Manufacturer CFM INTL Classification Standard Engine Model LEAP-1B28 SER",1,1,No,1,Small,0.0,1.0
1534214,2024-04-05,4,2024,CHICAGO MIDWAY INTL ARPT,IL,SOUTHWEST AIRLINES,B-737-700,A  ,2.0,Approach,1500.0,Overcast,No Precipitation,0.0,N,Not Specified,Unknown bird - small," 737-7H4, Engine Manufacturer CFM INTL Classification Standard Engine Model CFM56-7B24/3 Struck right wing flap",1,0,No,1,Small,0.0,1.0
1534233,2024-04-11,4,2024,CHICAGO O'HARE INTL ARPT,IL,SKYWEST AIRLINES,CRJ100/200,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,0.0,Unknown,Not Specified,Unknown bird,"Pilot reported striking a bird on departure. CDA Ops did not find any remains on runway 9R/27L. Flight continued to KCAK (Akron, OH.). DAY.",0,0,Unknown,1,Unknown,0.0,1.0
1534277,2024-04-08,4,2024,ROCKY MOUNTAIN METROPOLITAN ARPT,CO,BUSINESS,C-172,A  ,1.0,Approach,0.0,No Cloud,No Precipitation,0.0,N,Not Specified,Western meadowlark,No damage. ATP,0,0,Unknown,1,Small,0.0,1.0
