id,ident,type,airport_name,latitude,longitude,elevation_ft,iso_region,municipality,scheduled_service,icao_code,iata_code,state_abbr,airport_name_clean
11928,52NY,small_airport,Bedson's Land Base Airport,42.93059921264648,-77.64420318603516,804.0,US-NY,Honeoye Falls,no,,,NY,BEDSON'S LAND BASE AIRPORT
11951,53CO,small_airport,Rons Field,37.5531005859375,-102.39199829101562,4096.0,US-CO,Two Buttes,no,,,CO,RONS FIELD
11959,53IS,heliport,Franklin Hospital Heliport,38.0093994140625,-88.9186019897461,445.0,US-IL,Benton,no,,,IL,FRANKLIN HOSPITAL HELIPORT
11972,53NY,small_airport,Smiths Land Base Airport,42.95840072631836,-77.61579895019531,627.0,US-NY,Honeoye Falls,no,,,NY,SMITHS LAND BASE AIRPORT
11994,54CO,heliport,The Memorial Hospital Heliport,40.519239,-107.579708,6316.0,US-CO,Craig,no,,,CO,THE MEMORIAL HOSPITAL HELIPORT
11999,54IL,small_airport,Rothrock Airport,41.126271,-88.801848,653.0,US-IL,Streator,no,,,IL,ROTHROCK AIRPORT
12001,54IS,small_airport,Zea Mays Field,41.52669906616211,-89.41809844970703,766.0,US-IL,Ohio,no,,,IL,ZEA MAYS FIELD
12006,54LL,heliport,Memorial Medical Center - Springfield Heliport,39.8097991943,-89.65509796139999,688.0,US-IL,Springfield,no,,,IL,MEMORIAL MEDICAL CENTER - SPRINGFIELD HELIPORT
12036,55CO,heliport,Elizabeth Emergency Heliport,39.36249923706055,-104.5999984741211,6512.0,US-CO,Elizabeth,no,,,CO,ELIZABETH EMERGENCY HELIPORT
12049,55LL,small_airport,Sky Soaring Airport,42.15420150756836,-88.5114974975586,884.0,US-IL,Union,no,,,IL,SKY SOARING AIRPORT
354780,55NK,heliport,Unity Hospital Helipad,43.192913,-77.703152,456.0,US-NY,Rochester,no,,,NY,UNITY HOSPITAL HELIPAD
12059,55NY,small_airport,Ridgeview Airport,42.082456,-79.312096,1645.0,US-NY,Jamestown,no,,,NY,RIDGEVIEW AIRPORT
12078,56CO,heliport,Animas Air Park,37.203098,-107.867996,6660.0,US-CO,Durango,no,,,CO,ANIMAS AIR PARK
12084,56IL,small_airport,Lee Creek Airport,42.462161,-88.875082,965.0,US-IL,Caledonia,no,,,IL,LEE CREEK AIRPORT
12086,56IS,small_airport,Liannimal's Landing,40.243215,-88.083991,690.0,US-IL,Thomasboro,no,,,IL,LIANNIMAL'S LANDING
12090,56LL,small_airport,Wade Airport,41.755001068115234,-88.77120208740234,810.0,US-IL,Waterman,no,,,IL,WADE AIRPORT
325432,56NK,heliport,Buffalo General Hospital Heliport,42.901116,-78.866489,1026.0,US-NY,Buffalo,no,,,NY,BUFFALO GENERAL HOSPITAL HELIPORT
12098,56NY,small_airport,Maynard's Airport,43.324857,-78.051548,342.0,US-NY,Kendall,no,,,NY,MAYNARD'S AIRPORT
12131,57IS,small_airport,Dozier Airport,38.31669998168945,-88.27230072021484,420.0,US-IL,Fairfield,no,,,IL,DOZIER AIRPORT
12143,57NY,heliport,Athens Emergency Med-Evac Heliport,42.287326,-73.844937,135.0,US-NY,Athens,no,,,NY,ATHENS EMERGENCY MED-EVAC HELIPORT
12164,58CO,heliport,Purgatory Nr One Heliport,37.627201080322266,-107.8040008544922,8700.0,US-CO,Durango,no,,,CO,PURGATORY NR ONE HELIPORT
12172,58IS,heliport,Va Medical Center Heliport,37.72370147705078,-88.95700073242188,464.0,US-IL,Marion,no,,,IL,VA MEDICAL CENTER HELIPORT
12184,58NY,heliport,Freeport Heliport,40.65060043334961,-73.56790161132812,28.0,US-NY,Freeport,no,,,NY,FREEPORT HELIPORT
12210,59IL,small_airport,Ruder Airport,41.92580032348633,-88.64640045166016,855.0,US-IL,Maple Park,no,,,IL,RUDER AIRPORT
12212,59IS,heliport,HSHS Holy Family Hospital Heliport,38.903334,-89.406725,585.0,US-IL,Greenville,no,,,IL,HSHS HOLY FAMILY HOSPITAL HELIPORT
12225,59NY,small_airport,Bent-Wing Airport,43.230821,-78.686485,370.0,US-NY,Lockport,no,,,NY,BENT-WING AIRPORT
12284,5B7,small_airport,Rensselaer County Airport,42.69089889526367,-73.57959747314453,440.0,US-NY,Troy,no,,,NY,RENSSELAER COUNTY AIRPORT
12310,5CO0,small_airport,Windy Plains Airport,38.829496,-102.30064,4184.0,US-CO,Cheyenne Wells,no,,,CO,WINDY PLAINS AIRPORT
12311,5CO1,small_airport,Spruce Point Tree Farm LLC Airport,38.834454,-107.859128,6200.0,US-CO,Austin,no,,,CO,SPRUCE POINT TREE FARM LLC AIRPORT
12312,5CO2,heliport,McKee Medical Center Heliport,40.41227,-105.05118,4872.0,US-CO,Loveland,no,,,CO,MCKEE MEDICAL CENTER HELIPORT
12313,5CO3,heliport,Jim's Heliport,38.703611,-108.063164,5093.0,US-CO,Delta,no,,,CO,JIM'S HELIPORT
12314,5CO4,small_airport,Spickard Farm Airport,39.699158,-104.256443,5320.0,US-CO,Byers,no,,,CO,SPICKARD FARM AIRPORT
12315,5CO5,heliport,Black Hollow Heliport,40.673099517822266,-104.91999816894533,5294.0,US-CO,Carr,no,,,CO,BLACK HOLLOW HELIPORT
12318,5CO8,small_airport,Pleasant Valley Airport,40.341400146484375,-106.8489990234375,7120.0,US-CO,Oak Creek,no,,,CO,PLEASANT VALLEY AIRPORT
12319,5CO9,heliport,Wray Community District Hospital Heliport,40.076401,-102.235504,3640.0,US-CO,Wray,no,,,CO,WRAY COMMUNITY DISTRICT HOSPITAL HELIPORT
12358,5G0,small_airport,Le Roy Airport,42.9814,-77.9375,780.0,US-NY,Le Roy,no,,,NY,LE ROY AIRPORT
12396,5IL0,heliport,Herrin Hospital Heliport,37.80189895629883,-89.0261001586914,444.0,US-IL,Herrin,no,,,IL,HERRIN HOSPITAL HELIPORT
12397,5IL1,heliport,Olson Heliport,42.346099853515625,-89.2864990234375,750.0,US-IL,Pecatonica,no,,,IL,OLSON HELIPORT
12398,5IL2,small_airport,Panther Field,38.063286,-89.387441,432.0,US-IL,Pinckneyville,no,,,IL,PANTHER FIELD
12399,5IL3,heliport,Galesburg Cottage Hospital Heliport,40.95560073852539,-90.38249969482422,850.0,US-IL,Galesburg,no,,,IL,GALESBURG COTTAGE HOSPITAL HELIPORT
328307,5IL5,small_airport,Hope Field,41.259925,-88.356535,558.0,US-IL,Mazon,no,,,IL,HOPE FIELD
12401,5IL6,heliport,Heartland Regional Medical Center Heliport,37.742645,-88.992469,451.0,US-IL,Marion,no,,,IL,HEARTLAND REGIONAL MEDICAL CENTER HELIPORT
12404,5IL9,heliport,Salem Township Hospital Heliport,38.642323,-88.94889,570.0,US-IL,Salem,no,,,IL,SALEM TOWNSHIP HOSPITAL HELIPORT
12414,5IS1,heliport,Memorial Hosp Of Carbondale Heliport,37.7270011902,-89.2211990356,500.0,US-IL,Carbondale,no,,,IL,MEMORIAL HOSP OF CARBONDALE HELIPORT
12415,5IS2,heliport,Boyd Hospital Heliport,39.295958,-90.414137,600.0,US-IL,Carrollton,no,,,IL,BOYD HOSPITAL HELIPORT
12416,5IS3,small_airport,Riverveiw Airport,38.078399658203125,-89.97959899902344,490.0,US-IL,Evansville,no,,,IL,RIVERVEIW AIRPORT
12417,5IS4,small_airport,Corman Acres Airport,39.7661018371582,-88.77950286865234,710.0,US-IL,Lake City,no,,,IL,CORMAN ACRES AIRPORT
12418,5IS6,heliport,Webster Heliport,41.10559844970703,-89.83899688720703,750.0,US-IL,Toulon,no,,,IL,WEBSTER HELIPORT
12419,5IS7,small_airport,Cast Airport,40.03889846801758,-87.78170013427734,670.0,US-IL,Fairmount,no,,,IL,CAST AIRPORT
12420,5IS8,heliport,Northwestern Medicine McHenry Hospital Heliport,42.317015,-88.280017,815.0,US-IL,McHenry,no,,,IL,NORTHWESTERN MEDICINE MCHENRY HOSPITAL HELIPORT
12421,5IS9,small_airport,Mc Pherson Airport,40.3306007385,-91.0501022339,640.0,US-IL,Carthage,no,,,IL,MC PHERSON AIRPORT
12426,5K4,small_airport,Schuy-Rush Airport,40.1175,-90.590401,665.0,US-IL,Rushville,no,,,IL,SCHUY-RUSH AIRPORT
12457,5LL0,small_airport,Beckerman Field,38.40840148925781,-87.8375015258789,424.0,US-IL,Mount Carmel,no,,,IL,BECKERMAN FIELD
12458,5LL1,small_airport,Hilvety Airport,39.650001525878906,-88.97509765625,674.0,US-IL,Moweaqua,no,,,IL,HILVETY AIRPORT
12459,5LL2,small_airport,Paul E. Kroenlein Airport,39.6083984375,-88.8583984375,710.0,US-IL,Moweaqua,no,,,IL,PAUL E. KROENLEIN AIRPORT
12460,5LL3,small_airport,Mayhall Airport,39.76950073242188,-88.09529876708984,643.0,US-IL,Murdock,no,,,IL,MAYHALL AIRPORT
12461,5LL5,small_airport,Gordon Brown Airport,40.70140075683594,-89.88400268554688,745.0,US-IL,Trivoli,no,,,IL,GORDON BROWN AIRPORT
12462,5LL7,small_airport,Funny Farm Airport,42.210476,-88.520056,875.0,US-IL,Union,no,,,IL,FUNNY FARM AIRPORT
12463,5LL8,small_airport,Hugh Van Voorst Airport,41.112300872802734,-88.14009857177734,617.0,US-IL,Union Hill,no,,,IL,HUGH VAN VOORST AIRPORT
12464,5LL9,heliport,Morrison Community Hospital Heliport,41.80937,-89.957368,634.0,US-IL,Morrison,no,,,IL,MORRISON COMMUNITY HOSPITAL HELIPORT
12525,5N5,small_airport,Kirkwood Airpark,42.00040054321289,-75.76020050048828,870.0,US-NY,Kirkwood,no,,,NY,KIRKWOOD AIRPARK
12561,5NK0,small_airport,Salubrious Point Airport,44.0442008972168,-76.14360046386719,295.0,US-NY,Chaumont,no,,,NY,SALUBRIOUS POINT AIRPORT
12562,5NK1,small_airport,Toggenburg Farms Airport,43.111752,-77.052231,435.0,US-NY,Newark,no,,,NY,TOGGENBURG FARMS AIRPORT
12563,5NK2,heliport,Alexander's East Heliport,40.80139923095703,-72.6624984741211,5.0,US-NY,Westhampton Beach,no,,,NY,ALEXANDER'S EAST HELIPORT
12564,5NK3,heliport,Westhampton Beach Heliport,40.80229949951172,-72.66290283203125,5.0,US-NY,Westhampton Beach,no,,,NY,WESTHAMPTON BEACH HELIPORT
12565,5NK4,heliport,Olean General Heliport,42.09170150756836,-78.42780303955078,1426.0,US-NY,Olean,no,,,NY,OLEAN GENERAL HELIPORT
12568,5NK7,heliport,Hammersley Hill Heliport,41.59450149536133,-73.55599975585938,940.0,US-NY,Pawling,no,,,NY,HAMMERSLEY HILL HELIPORT
12569,5NK8,heliport,South Quaker Heliport,41.52690124511719,-73.58059692382812,700.0,US-NY,Pawling,no,,,NY,SOUTH QUAKER HELIPORT
12570,5NK9,small_airport,Treichler Farm Airport,42.76169967651367,-78.49610137939453,1140.0,US-NY,Wales,no,,,NY,TREICHLER FARM AIRPORT
12572,5NY1,small_airport,Tomahawk Hills Airport,42.39979934692383,-74.90630340576172,2380.0,US-NY,Meridale,no,,,NY,TOMAHAWK HILLS AIRPORT
12573,5NY2,heliport,Tennessee Gas Pipeline Heliport,42.0547981262207,-79.69450378417969,1650.0,US-NY,Clymer,no,,,NY,TENNESSEE GAS PIPELINE HELIPORT
12575,5NY4,small_airport,Stanwix Heights Airport,43.15760040283203,-75.43070220947266,610.0,US-NY,Rome,no,,,NY,STANWIX HEIGHTS AIRPORT
12576,5NY5,small_airport,Gardiner Airport,41.66680145263672,-74.14959716796875,340.0,US-NY,Gardiner,no,,,NY,GARDINER AIRPORT
12578,5NY7,small_airport,Rolling Hills Airport,41.32789993286133,-74.40989685058594,410.0,US-NY,Goshen,no,,,NY,ROLLING HILLS AIRPORT
12579,5NY8,heliport,Bowline Point Heliport,41.205536,-73.963974,10.0,US-NY,Haverstraw,no,,,NY,BOWLINE POINT HELIPORT
12707,5V4,small_airport,Calhan Airport,39.047983,-104.293224,6450.0,US-CO,Calhan,no,,,CO,CALHAN AIRPORT
345320,60IL,small_airport,Beulah Land Farm Airport,40.840373,-90.805306,723.0,US-IL,Biggsville,no,,,IL,BEULAH LAND FARM AIRPORT
12777,60IS,small_airport,Nelson Private Airport,38.40060043334961,-87.98860168457031,420.0,US-IL,Browns,no,,,IL,NELSON PRIVATE AIRPORT
12782,60LL,heliport,Memorial Hospital Belleville Heliport,38.550679,-90.021887,584.0,US-IL,Belleville,no,,,IL,MEMORIAL HOSPITAL BELLEVILLE HELIPORT
12791,60NY,heliport,Samaritan Medical Center Heliport,43.972198486328125,-75.9083023071289,490.0,US-NY,Watertown,no,,,NY,SAMARITAN MEDICAL CENTER HELIPORT
12811,61CO,heliport,Monument Helibase Heliport,39.08580017089844,-104.90299987792967,7120.0,US-CO,Monument,no,,,CO,MONUMENT HELIBASE HELIPORT
430711,61IL,heliport,Memorial Hospital East Shiloh Heliport,38.574236,-89.906827,610.0,US-IL,Shiloh,no,,,IL,MEMORIAL HOSPITAL EAST SHILOH HELIPORT
12819,61IS,small_airport,Jim & Peg Airport,41.054798,-88.387299,630.0,US-IL,Dwight,no,,,IL,JIM & PEG AIRPORT
12826,61LL,small_airport,Smith Restricted Landing Area,38.77310180664063,-89.59359741210938,530.0,US-IL,Peirron,no,,,IL,SMITH RESTRICTED LANDING AREA
12865,62IL,small_airport,Ferris Field,42.186005,-88.604037,841.0,US-IL,Marengo,no,,,IL,FERRIS FIELD
12867,62IS,small_airport,Wilson Airport,40.087501525878906,-87.90750122070312,670.0,US-IL,Fithian,no,,,IL,WILSON AIRPORT
310043,62LL,heliport,Rush Copley Emergency Center Heliport,41.65944,-88.46956,637.0,US-IL,Yorkville,no,,,IL,RUSH COPLEY EMERGENCY CENTER HELIPORT
45546,62NY,heliport,Adirondack Helicopters Heliport,44.43515,-75.472217,449.0,US-NY,Gouverneur,no,,,NY,ADIRONDACK HELICOPTERS HELIPORT
12897,63CO,small_airport,Hendricks Field At West Creek Ranch Airport,38.70550155639648,-108.93699645996094,4820.0,US-CO,Gateway,no,,,CO,HENDRICKS FIELD AT WEST CREEK RANCH AIRPORT
12903,63IL,small_airport,Emerick Airport,42.18339920043945,-88.59449768066406,840.0,US-IL,Marengo,no,,,IL,EMERICK AIRPORT
12905,63IS,small_airport,Corn Alley Airport,40.7692985534668,-88.98310089111328,715.0,US-IL,El Paso,no,,,IL,CORN ALLEY AIRPORT
12914,63NY,small_airport,Shear Airport,43.2593,-78.9656,325.0,US-NY,Youngstown,no,,,NY,SHEAR AIRPORT
12948,64IL,small_airport,Walpole Airport,42.237985,-88.662288,790.0,US-IL,Marengo,no,,,IL,WALPOLE AIRPORT
12950,64IS,heliport,Precision Chrome Heliport,42.38970184326172,-88.18150329589844,745.0,US-IL,Fox Lake,no,,,IL,PRECISION CHROME HELIPORT
12953,64LL,heliport,Rose Nr 3 Heliport,41.8125,-87.66310119628906,646.0,US-IL,Chicago,no,,,IL,ROSE NR 3 HELIPORT
12985,65CO,small_airport,WKR Airport,40.52076,-104.966707,4840.0,US-CO,Fort Collins,no,,,CO,WKR AIRPORT
609514,65IL,heliport,Ferrell Hospital Heliport,37.815897,-88.443614,422.0,US-IL,Eldorado,no,,,IL,FERRELL HOSPITAL HELIPORT
12992,65IS,small_airport,Frings Airport,41.02389907836914,-88.98370361328125,675.0,US-IL,Leeds,no,,,IL,FRINGS AIRPORT
13001,65NY,small_airport,Chautauqua Lake Airpark,42.28390121459961,-79.44390106201172,1655.0,US-NY,Mayville,no,,,NY,CHAUTAUQUA LAKE AIRPARK
13021,66CO,heliport,Rotor Leasing Heliport,39.09080123901367,-104.54399871826172,7260.0,US-CO,Elbert,no,,,CO,ROTOR LEASING HELIPORT
13027,66IL,small_airport,Aerogrange Airport,42.26919937133789,-88.57119750976562,820.0,US-IL,Marengo,no,,,IL,AEROGRANGE AIRPORT
13038,66NY,small_airport,Maple Ridge Airport,43.20280075073242,-78.35389709472656,646.0,US-NY,Medina,no,,,NY,MAPLE RIDGE AIRPORT
13059,67CO,small_airport,Highline Farm Airstrip,40.46998,-104.813792,4745.0,US-CO,Bracewell,no,,,CO,HIGHLINE FARM AIRSTRIP
13065,67IL,small_airport,Mitchell Restricted Landing Area Airport,41.358054,-88.646215,705.0,US-IL,Marseilles,no,,,IL,MITCHELL RESTRICTED LANDING AREA AIRPORT
13067,67IS,heliport,Wabash General Hospital Heliport,38.4213981628418,-87.76950073242188,469.0,US-IL,Mount Carmel,no,,,IL,WABASH GENERAL HOSPITAL HELIPORT
13100,68CO,small_airport,Singleton Ranch Airport,39.870245,-104.141246,4940.0,US-CO,Byers,no,,,CO,SINGLETON RANCH AIRPORT
13108,68IS,small_airport,Casa De Aero Park Airport,42.148605,-88.561965,860.0,US-IL,Hampshire,no,,,IL,CASA DE AERO PARK AIRPORT
13120,68NY,small_airport,Merrimac Farms Airport,42.750099182128906,-77.78389739990234,910.0,US-NY,Mount Morris,no,,,NY,MERRIMAC FARMS AIRPORT
13138,69CO,heliport,Porter Memorial Hospital Heliport,39.67079925537109,-104.97599792480467,5349.0,US-CO,Denver,no,,,CO,PORTER MEMORIAL HOSPITAL HELIPORT
13145,69IL,small_airport,David Gillespie Airport,41.364858,-88.677827,730.0,US-IL,Marseilles,no,,,IL,DAVID GILLESPIE AIRPORT
13147,69IS,small_airport,Sinele's Sunset Strip,40.579498291015625,-91.29180145263672,690.0,US-IL,Niota,no,,,IL,SINELE'S SUNSET STRIP
13151,69LL,small_airport,Maas Airstrip,41.288707,-91.050385,534.0,US-IL,New Boston,no,,,IL,MAAS AIRSTRIP
13159,69NY,heliport,UVMHN-Elizabethtown Community Hospital Heliport,43.849329,-73.436408,280.0,US-NY,Ticonderoga,no,,,NY,UVMHN-ELIZABETHTOWN COMMUNITY HOSPITAL HELIPORT
13201,6B4,small_airport,Frankfort-Highland Airport,43.016101,-75.169573,1325.0,US-NY,Frankfort,no,,,NY,FRANKFORT-HIGHLAND AIRPORT
13224,6CO0,small_airport,Doctors Mesa Airport,38.852236,-108.017833,5680.0,US-CO,Eckert,no,,,CO,DOCTORS MESA AIRPORT
13225,6CO1,small_airport,Burnham Field,40.78139877319336,-104.91699981689452,5615.0,US-CO,Wellington,no,,,CO,BURNHAM FIELD
13226,6CO2,small_airport,Mesawood Airpark,38.960694,-107.958418,7200.0,US-CO,Cedaredge,no,,,CO,MESAWOOD AIRPARK
13228,6CO4,small_airport,Hat-Field STOLport,40.51029968261719,-105.0009994506836,4885.0,US-CO,Fort Collins,no,,,CO,HAT-FIELD STOLPORT
13230,6CO6,small_airport,Skywagon Ranch Airport,40.311886,-105.145833,5187.0,US-CO,Berthoud,no,,,CO,SKYWAGON RANCH AIRPORT
13231,6CO7,heliport,Monument Heliport,39.096900939941406,-108.5999984741211,4575.0,US-CO,Grand Junction,no,,,CO,MONUMENT HELIPORT
13232,6CO8,heliport,West Area Pwr Admin Ops Center Heliport,38.4660987854,-107.873001099,5825.0,US-CO,Montrose,no,,,CO,WEST AREA PWR ADMIN OPS CENTER HELIPORT
13233,6CO9,heliport,Salida Hospital Heliport,38.53279876708984,-105.98999786376952,7050.0,US-CO,Salida,no,,,CO,SALIDA HOSPITAL HELIPORT
13291,6IL0,small_airport,Idlas Restricted Landing Area,42.131503,-88.700358,850.0,US-IL,Genoa,no,,,IL,IDLAS RESTRICTED LANDING AREA
13292,6IL1,heliport,The American Coal Company Heliport,37.8384017944,-88.5828018188,439.0,US-IL,Galatia,no,,,IL,THE AMERICAN COAL COMPANY HELIPORT
13293,6IL2,small_airport,Phyllis Field,42.221099853515625,-88.41790008544922,855.0,US-IL,Huntley,no,,,IL,PHYLLIS FIELD
13295,6IL4,small_airport,Foxfield Aerodrome,42.160301208496094,-89.88619995117188,895.0,US-IL,Lanark,no,,,IL,FOXFIELD AERODROME
13296,6IL5,small_airport,Keil Airport,37.38639831542969,-89.160400390625,525.0,US-IL,Dongola,no,,,IL,KEIL AIRPORT
13299,6IL8,heliport,Centralia Correctional Center Heliport,38.55440139770508,-89.19640350341797,465.0,US-IL,Centralia,no,,,IL,CENTRALIA CORRECTIONAL CENTER HELIPORT
506094,6IL9,small_airport,Geldean Airport,41.513995,-89.631052,745.0,US-IL,Walnut,no,,,IL,GELDEAN AIRPORT
13308,6IS0,small_airport,Day Aero-Place Airport,40.095001220703125,-88.12870025634766,690.0,US-IL,Urbana,no,,,IL,DAY AERO-PLACE AIRPORT
13309,6IS1,heliport,Cary Fire Dept Heliport,42.2125015259,-88.2522964478,830.0,US-IL,Cary,no,,,IL,CARY FIRE DEPT HELIPORT
13310,6IS2,heliport,Lemont Fire Department Heliport,41.672156,-88.006368,590.0,US-IL,Lemont,no,,,IL,LEMONT FIRE DEPARTMENT HELIPORT
13311,6IS4,heliport,Good Samaritan Regional Health Care Center Heliport,38.32229995727539,-88.91059875488281,500.0,US-IL,Mount Vernon,no,,,IL,GOOD SAMARITAN REGIONAL HEALTH CARE CENTER HELIPORT
13312,6IS5,heliport,Presence Holy Family Medical Center Heliport,42.054945,-87.891348,650.0,US-IL,Des Plaines,no,,,IL,PRESENCE HOLY FAMILY MEDICAL CENTER HELIPORT
13314,6IS7,heliport,Presence Sts Mary and Elizabeth Medical Center Heliport,41.902802,-87.6828,597.0,US-IL,Chicago,no,,,IL,PRESENCE STS MARY AND ELIZABETH MEDICAL CENTER HELIPORT
13315,6IS8,small_airport,Trisler Airport,39.98949813842773,-87.9052963256836,672.0,US-IL,Homer,no,,,IL,TRISLER AIRPORT
13316,6IS9,heliport,St Joseph Medical Center - Joliet Heliport,41.529122,-88.137063,641.0,US-IL,Joliet,no,,,IL,ST JOSEPH MEDICAL CENTER - JOLIET HELIPORT
13319,6JY8,heliport,Cablevision Bethpage Heliport,40.7593994140625,-73.49690246582031,142.0,US-NY,Bethpage,no,,,NY,CABLEVISION BETHPAGE HELIPORT
13345,6LL0,small_airport,Williamson Airport,39.31890106201172,-88.42500305175781,664.0,US-IL,Neoga,no,,,IL,WILLIAMSON AIRPORT
13347,6LL2,small_airport,Young Airport,41.16450119018555,-90.55740356445312,760.0,US-IL,Viola,no,,,IL,YOUNG AIRPORT
13348,6LL4,small_airport,Wildy Field,38.266855,-89.89352,450.0,US-IL,New Athens,no,,,IL,WILDY FIELD
13349,6LL5,small_airport,Smith Restricted Landing Area,39.78950119018555,-89.99120330810547,632.0,US-IL,New Berlin,no,,,IL,SMITH RESTRICTED LANDING AREA
13350,6LL6,small_airport,Fischer's RLA Restricted Landing Area,38.4916992188,-89.6633987427,440.0,US-IL,New Memphis,no,,,IL,FISCHER'S RLA RESTRICTED LANDING AREA
13351,6LL7,heliport,Jasper County Safety Council Heliport,38.98949813842773,-88.17639923095703,540.0,US-IL,Newton,no,,,IL,JASPER COUNTY SAFETY COUNCIL HELIPORT
13353,6LL9,heliport,Hurst Aviation Heliport,38.19229888916016,-89.59539794921875,529.0,US-IL,Coulterville,no,,,IL,HURST AVIATION HELIPORT
13405,6N5,heliport,East 34th Street Heliport,40.742372,-73.972074,10.0,US-NY,New York,yes,,TSS,NY,EAST 34TH STREET HELIPORT
13406,6N6,seaplane_base,Evers Seaplane Base,40.84590148925781,-73.81620025634766,757.0,US-NY,New York,no,,,NY,EVERS SEAPLANE BASE
13407,6N7,seaplane_base,New York Skyports Inc Seaplane Base,40.735061,-73.972814,757.0,US-NY,New York,yes,,NYS,NY,NEW YORK SKYPORTS INC SEAPLANE BASE
13443,6NK,small_airport,Syracuse Suburban Airport,43.26499938964844,-76.1781005859375,400.0,US-NY,Syracuse,no,,,NY,SYRACUSE SUBURBAN AIRPORT
13444,6NK0,small_airport,Knapp Airport,42.595618,-74.820607,1300.0,US-NY,Schenevus,no,,,NY,KNAPP AIRPORT
13446,6NK2,small_airport,Meerwarth Airport,42.95059967041016,-73.33470153808594,640.0,US-NY,White Creek,no,,,NY,MEERWARTH AIRPORT
13447,6NK3,heliport,North Shore University Hospital Nr 2 Heliport,40.76940155029297,-73.7052993774414,200.0,US-NY,Manhasset,no,,,NY,NORTH SHORE UNIVERSITY HOSPITAL NR 2 HELIPORT
13448,6NK4,small_airport,TTT Air Airport,42.62946,-78.96506,891.0,US-NY,North Collins,no,,,NY,TTT AIR AIRPORT
13449,6NK5,heliport,Erie County Medical Center Heliport,42.926700592041016,-78.83280181884766,728.0,US-NY,Buffalo,no,,,NY,ERIE COUNTY MEDICAL CENTER HELIPORT
13450,6NK6,heliport,New York State D.E.C. Indian Lake Heliport,43.76810073852539,-74.26329803466797,1705.0,US-NY,Indian Lake,no,,,NY,NEW YORK STATE D.E.C. INDIAN LAKE HELIPORT
13451,6NK7,heliport,Computer Associates Heliport,40.8122,-73.175631,152.0,US-NY,Islandia,no,,,NY,COMPUTER ASSOCIATES HELIPORT
13452,6NK8,small_airport,Flying K Airport,43.00979995727539,-76.6405029296875,1350.0,US-NY,Oneida,no,,,NY,FLYING K AIRPORT
13453,6NK9,heliport,Cec Heliport,43.17720031738281,-75.22779846191406,1072.0,US-NY,Marcy,no,,,NY,CEC HELIPORT
350782,6NY0,heliport,Orange Regional Medical Center Heliport,41.442151,-74.366707,437.0,US-NY,Middletown,no,,,NY,ORANGE REGIONAL MEDICAL CENTER HELIPORT
13454,6NY1,small_airport,Old Port Royal Airport,42.11289978027344,-77.08940124511719,1700.0,US-NY,Corning,no,,,NY,OLD PORT ROYAL AIRPORT
13455,6NY2,small_airport,Omni Airpark,42.23199844360352,-76.8469009399414,970.0,US-NY,Horseheads,no,,,NY,OMNI AIRPARK
13456,6NY3,small_airport,Airy-Acres Airport,42.64400100708008,-76.72969818115234,805.0,US-NY,Interlaken,no,,,NY,AIRY-ACRES AIRPORT
13457,6NY4,small_airport,West Township Airport,42.700401,-74.155098,1260.0,US-NY,Delanson,no,,,NY,WEST TOWNSHIP AIRPORT
13458,6NY5,heliport,Mary Immaculate Hospital Heliport,40.70539855957031,-73.80460357666016,15.0,US-NY,Jamaica Queens,no,,,NY,MARY IMMACULATE HOSPITAL HELIPORT
13459,6NY6,seaplane_base,Firemans White Lake Seaplane Base,41.68429946899414,-74.83159637451172,1323.0,US-NY,Kauneonga Lake,no,,,NY,FIREMANS WHITE LAKE SEAPLANE BASE
13460,6NY7,small_airport,Piolis Brookside Airport,41.86539840698242,-74.33290100097656,1060.0,US-NY,Kerhonkson,no,,,NY,PIOLIS BROOKSIDE AIRPORT
13461,6NY8,heliport,Tech City Commerce Park Heliport,41.97347,-73.997017,170.0,US-NY,Kingston,no,,,NY,TECH CITY COMMERCE PARK HELIPORT
13462,6NY9,heliport,Health Alliance Mary's Avenue Heliport,41.920898,-73.999603,262.0,US-NY,Kingston,no,,,NY,HEALTH ALLIANCE MARY'S AVENUE HELIPORT
13650,70IS,heliport,Waste Management Inc Heliport,41.841400146484375,-87.9927978515625,800.0,US-IL,Oak Brook,no,,,IL,WASTE MANAGEMENT INC HELIPORT
13654,70LL,small_airport,Adams Restricted Landing Area Number 1,40.936926,-88.753739,640.0,US-IL,Pontiac,no,,,IL,ADAMS RESTRICTED LANDING AREA NUMBER 1
45556,70NY,heliport,Lakeside Heliport,41.422053,-74.571475,876.0,US-NY,Middletown,no,,,NY,LAKESIDE HELIPORT
13681,71CO,heliport,Houston Heliport,39.550899505615234,-104.50599670410156,6039.0,US-CO,Elizabeth,no,,,CO,HOUSTON HELIPORT
13685,71IL,heliport,Advocate Lutheran General Hospital Helipad,42.038192,-87.84777,805.0,US-IL,Park Ridge,no,,,IL,ADVOCATE LUTHERAN GENERAL HOSPITAL HELIPAD
13687,71IS,small_airport,Ted's Place Airport,40.42559814453125,-88.00060272216797,780.0,US-IL,Paxton,no,,,IL,TED'S PLACE AIRPORT
13692,71LL,small_airport,Riverode Farms Airport,40.843992,-88.56082,651.0,US-IL,Pontiac,no,,,IL,RIVERODE FARMS AIRPORT
