id,ident,type,airport_name,latitude,longitude,elevation_ft,iso_region,municipality,scheduled_service,icao_code,iata_code,state_abbr,airport_name_clean
6539,00IL,small_airport,Hammer Airport,41.978401,-89.560402,840.0,US-IL,Polo,no,,,IL,HAMMER AIRPORT
6541,00IS,small_airport,Hayenga's Cant Find Farms Airport,40.02560043334961,-89.1229019165039,820.0,US-IL,Kings,no,,,IL,HAYENGA'S CANT FIND FARMS AIRPORT
6544,00LL,heliport,Ac & R Components Heliport,39.66529846191406,-89.70559692382812,600.0,US-IL,Chatham,no,,,IL,AC & R COMPONENTS HELIPORT
321919,00NK,seaplane_base,Cliche Cove Seaplane Base,44.8118612,-73.3698057,96.0,US-NY,Beekmantown,no,,,NY,CLICHE COVE SEAPLANE BASE
6554,00NY,small_airport,Weiss Airfield,42.89576,-77.495263,1000.0,US-NY,West Bloomfield,no,,,NY,WEISS AIRFIELD
6585,01CO,heliport,St Vincent General Hospital Heliport,39.24530029296875,-106.24600219726562,10175.0,US-CO,Leadville,no,,,CO,ST VINCENT GENERAL HOSPITAL HELIPORT
6594,01IL,heliport,Hoopeston Community Memorial Hospital Heliport,40.45859909057617,-87.65950012207031,583.0,US-IL,Hoopeston,no,,,IL,HOOPESTON COMMUNITY MEMORIAL HOSPITAL HELIPORT
6596,01IS,small_airport,William E. Koenig Airport,39.01620101928711,-90.31819915771484,670.0,US-IL,Dow,no,,,IL,WILLIAM E. KOENIG AIRPORT
6602,01LL,small_airport,Schumaier Restricted Landing Area,38.12580108642578,-89.46389770507812,555.0,US-IL,Pinckneyville,no,,,IL,SCHUMAIER RESTRICTED LANDING AREA
6616,01NY,heliport,Vassar Hospital Heliport,41.692415,-73.93683,100.0,US-NY,Poughkeepsie,no,,,NY,VASSAR HOSPITAL HELIPORT
6644,02CO,small_airport,Mc Cullough Airport,37.64329910279999,-106.04699707,7615.0,US-CO,Monte Vista,no,,,CO,MC CULLOUGH AIRPORT
6655,02IS,heliport,Condell Medical Center Heliport,42.274600982666016,-87.9572982788086,762.0,US-IL,Libertyville,no,,,IL,CONDELL MEDICAL CENTER HELIPORT
6672,02NY,heliport,Hansen Heliport,43.132598876953125,-75.65550231933594,435.0,US-NY,Durhamville,no,,,NY,HANSEN HELIPORT
6709,03IL,small_airport,Wix Airport,41.40230178833008,-87.81670379638672,750.0,US-IL,Monee,no,,,IL,WIX AIRPORT
6711,03IS,heliport,OSF St Anthony's Health Center Heliport,38.904999,-90.173401,580.0,US-IL,Alton,no,,,IL,OSF ST ANTHONY'S HEALTH CENTER HELIPORT
6732,03NY,small_airport,Talmage Field,40.958308,-72.717326,95.0,US-NY,Riverhead,no,,,NY,TALMAGE FIELD
6766,04IL,small_airport,Schertz Aerial Service - Hudson Airport,40.6375007629,-89.0070037842,755.0,US-IL,Hudson,no,,,IL,SCHERTZ AERIAL SERVICE - HUDSON AIRPORT
6767,04IS,small_airport,Van Gorder Airport,40.1786003112793,-88.56900024414062,728.0,US-IL,Mansfield,no,,,IL,VAN GORDER AIRPORT
6785,04NY,small_airport,Klaverack Airport,42.262298584,-73.6961975098,250.0,US-NY,Hudson,no,,,NY,KLAVERACK AIRPORT
6798,04V,small_airport,Saguache Municipal Airport,38.099083,-106.174389,7826.0,US-CO,Saguache,no,,,CO,SAGUACHE MUNICIPAL AIRPORT
6813,05CO,small_airport,Rancho de Aereo Airport,40.214984,-104.984423,4978.0,US-CO,Mead,no,,,CO,RANCHO DE AEREO AIRPORT
6822,05IL,small_airport,Classic Landings Airport,41.156700134277344,-88.0167007446289,635.0,US-IL,Bonfield,no,,,IL,CLASSIC LANDINGS AIRPORT
6824,05IS,small_airport,Hardy Airport,39.72589874267578,-89.26399993896484,605.0,US-IL,Mount Auburn,no,,,IL,HARDY AIRPORT
6828,05LL,heliport,Midwest Heliport,41.749228,-87.935783,710.0,US-IL,Willowbrook,no,,,IL,MIDWEST HELIPORT
6840,05NY,heliport,Oswego County At Pulaski Heliport,43.55199813842773,-76.09020233154297,445.0,US-NY,Pulaski,no,,,NY,OSWEGO COUNTY AT PULASKI HELIPORT
6854,05V,small_airport,Blanca Airport,37.411098,-105.552002,7720.0,US-CO,Blanca,no,,,CO,BLANCA AIRPORT
6867,06CO,small_airport,Jecan Airport,37.385754,-103.691482,5100.0,US-CO,Branson,no,,,CO,JECAN AIRPORT
6875,06IL,small_airport,Humm Airport,41.5994987487793,-88.86990356445312,708.0,US-IL,Earlville,no,,,IL,HUMM AIRPORT
6877,06IS,small_airport,Sinele Strip,40.5463981628418,-91.27429962158205,695.0,US-IL,Nauvoo,no,,,IL,SINELE STRIP
6889,06N,small_airport,Randall Airport,41.431999,-74.391602,523.0,US-NY,Middletown,no,,,NY,RANDALL AIRPORT
6895,06NY,small_airport,Murphy Field,42.836797,-76.437614,1100.0,US-NY,Auburn,no,,,NY,MURPHY FIELD
6921,07CO,small_airport,Comanche Creek Airport,39.26359939575195,-104.427001953125,6620.0,US-CO,Kiowa,no,,,CO,COMANCHE CREEK AIRPORT
6948,07NY,heliport,Mmc Heliport,42.66640090942383,-74.76499938964844,1320.0,US-NY,Monticello,no,,,NY,MMC HELIPORT
6969,08CO,small_airport,Terra Firma Airport,38.73249816894531,-104.04100036621094,5600.0,US-CO,Rush,no,,,CO,TERRA FIRMA AIRPORT
6980,08IS,small_airport,Hemmer RLA Restricted Landing Area,37.9777984619,-89.20290374759999,400.0,US-IL,Du Quoin,no,,,IL,HEMMER RLA RESTRICTED LANDING AREA
6984,08LL,small_airport,Sauer Airport,41.074423,-88.488693,665.0,US-IL,Dwight,no,,,IL,SAUER AIRPORT
7000,08NY,small_airport,Md1 Airport,41.36809921264648,-74.50559997558594,650.0,US-NY,Middletown,no,,,NY,MD1 AIRPORT
7020,09CO,small_airport,Cottonwood Field,38.055275,-103.650769,4180.0,US-CO,Rocky Ford,no,,,CO,COTTONWOOD FIELD
7031,09IS,heliport,Swedish American Heliport,42.26499938964844,-89.07430267333984,874.0,US-IL,Rockford,no,,,IL,SWEDISH AMERICAN HELIPORT
7035,09LL,small_airport,Pine Hill Airport,42.46810150146485,-88.74320220947266,1000.0,US-IL,Capron,no,,,IL,PINE HILL AIRPORT
7042,09N,small_airport,Airhaven Airport,41.83259963989258,-73.8759994506836,450.0,US-NY,Staatsburg,no,,,NY,AIRHAVEN AIRPORT
7046,09NY,heliport,Spring Lake Fire Department Heliport,41.92890167236328,-74.04889678955078,254.0,US-NY,Kingston,no,,,NY,SPRING LAKE FIRE DEPARTMENT HELIPORT
7102,0C2,small_airport,Hinckley Airport,41.770901,-88.7034,760.0,US-IL,Hinckley,no,,,IL,HINCKLEY AIRPORT
7104,0C7,small_airport,Grandpas' Farm Mendota Airport,41.521999,-89.132599,727.0,US-IL,Mendota,no,,,IL,GRANDPAS' FARM MENDOTA AIRPORT
7105,0C8,small_airport,Cushing Field Ltd Airport,41.51885,-88.605079,640.0,US-IL,Newark,no,,,IL,CUSHING FIELD LTD AIRPORT
7117,0CD0,heliport,Delta County Memorial Hospital Heliport,38.745155,-108.047973,5000.0,US-CO,Delta,no,,,CO,DELTA COUNTY MEMORIAL HOSPITAL HELIPORT
7118,0CD1,heliport,Colorado Plains Medical Center Heliport,40.2610917,-103.7963389,4356.0,US-CO,Fort Morgan,no,,,CO,COLORADO PLAINS MEDICAL CENTER HELIPORT
7119,0CD2,small_airport,Foxx Valley Airport,38.652500152600005,-104.23400116,5800.0,US-CO,Yoder,no,,,CO,FOXX VALLEY AIRPORT
7121,0CD4,heliport,Kauffman Heliport,40.1463012695,-104.887001038,5120.0,US-CO,Denver,no,,,CO,KAUFFMAN HELIPORT
7122,0CD5,small_airport,Piñon Canyon Airport,37.490501,-104.143997,5686.0,US-CO,Model,no,,,CO,PIÑON CANYON AIRPORT
7123,0CD6,heliport,Exempla Good Samaritan Heliport,39.970843,-105.08741,5204.0,US-CO,Lafayette,no,,,CO,EXEMPLA GOOD SAMARITAN HELIPORT
7124,0CD7,small_airport,Fox Hole Airport,40.003917,-105.07185,5135.0,US-CO,Lafayette,no,,,CO,FOX HOLE AIRPORT
7125,0CD8,heliport,Prowers Medical Center Heliport,38.0710983276,-102.60900116,3575.0,US-CO,Lamar,no,,,CO,PROWERS MEDICAL CENTER HELIPORT
7126,0CD9,heliport,Swedish S.W. Medical Heliport,39.603099823,-105.091003418,5563.0,US-CO,Littleton,no,,,CO,SWEDISH S.W. MEDICAL HELIPORT
7137,0CO0,heliport,Longmont United Hospital Heliport,40.181606,-105.124774,5047.0,US-CO,Longmont,no,,,CO,LONGMONT UNITED HOSPITAL HELIPORT
7138,0CO1,small_airport,Dave's Airport,40.0332984924,-105.124000549,5170.0,US-CO,Louisville,no,,,CO,DAVE'S AIRPORT
7139,0CO2,small_airport,Crested Butte Airpark,38.851918,-106.928341,8980.0,US-CO,Crested Butte,no,,CSE,CO,CRESTED BUTTE AIRPARK
7141,0CO4,heliport,Geo-Seis Helicopters Heliport,40.5899009705,-105.04599762,4935.0,US-CO,Fort Collins,no,,,CO,GEO-SEIS HELICOPTERS HELIPORT
7143,0CO6,small_airport,Flying M & M Ranch Airport,38.2193984985,-108.212997437,8000.0,US-CO,Norwood,no,,,CO,FLYING M & M RANCH AIRPORT
7144,0CO7,heliport,Century Helicopters Heliport,40.5854988098,-105.040000916,4935.0,US-CO,Fort Collins,no,,,CO,CENTURY HELICOPTERS HELIPORT
7145,0CO8,small_airport,Cartwheel Airport,40.2083015442,-105.013000488,5010.0,US-CO,Mead,no,,,CO,CARTWHEEL AIRPORT
7146,0CO9,small_airport,Van Treese Airport,37.6582984924,-106.033996582,7613.0,US-CO,Monte Vista,no,,,CO,VAN TREESE AIRPORT
7180,0G0,small_airport,North Buffalo Suburban Airport,43.103199,-78.7033,588.0,US-NY,Lockport,no,,,NY,NORTH BUFFALO SUBURBAN AIRPORT
7227,0IL0,heliport,Hamilton Memorial Hospital Heliport,38.086700439453125,-88.53890228271484,440.0,US-IL,Mc Leansboro,no,,,IL,HAMILTON MEMORIAL HOSPITAL HELIPORT
7228,0IL1,heliport,Loyola University Medical Center Heliport,41.86090087890625,-87.8364028930664,623.0,US-IL,Broadview,no,,,IL,LOYOLA UNIVERSITY MEDICAL CENTER HELIPORT
45950,0IL2,small_airport,Griffin Airport,38.803056,-88.997778,541.0,US-IL,Alma,no,,,IL,GRIFFIN AIRPORT
7230,0IL4,heliport,Advocate Good Samaritan Hospital Heliport,41.818743,-88.007677,772.0,US-IL,Downers Grove,no,,,IL,ADVOCATE GOOD SAMARITAN HOSPITAL HELIPORT
323339,0IL5,heliport,OSF St Luke Medical Center Heliport,41.221865,-89.947788,849.0,US-IL,Kewanee,no,,,IL,OSF ST LUKE MEDICAL CENTER HELIPORT
7231,0IL6,heliport,Northwestern Memorial Healthcare Heliport,41.960636,-88.721781,852.0,US-IL,DeKalb,no,,,IL,NORTHWESTERN MEMORIAL HEALTHCARE HELIPORT
352229,0IL7,small_airport,Davis Restricted Landing Area,39.782917,-88.546708,682.0,US-IL,Hammond,no,,,IL,DAVIS RESTRICTED LANDING AREA
7233,0IL9,small_airport,Jack W Watson Airport,41.853699,-88.786513,880.0,US-IL,DeKalb,no,,,IL,JACK W WATSON AIRPORT
7242,0IS0,heliport,Trinity Medical Center West Heliport,41.48109817504883,-90.57140350341795,664.0,US-IL,Rock Island,no,,,IL,TRINITY MEDICAL CENTER WEST HELIPORT
7243,0IS2,heliport,Evanston/Glenbrook Heliport,42.09310150146485,-87.85260009765625,678.0,US-IL,Glenview,no,,,IL,EVANSTON/GLENBROOK HELIPORT
7244,0IS3,small_airport,Cady Aerial Restricted Landing Area,41.660089,-89.694443,630.0,US-IL,Rock Falls,no,,,IL,CADY AERIAL RESTRICTED LANDING AREA
7246,0IS6,heliport,Dongola Heliport,37.3656005859375,-89.1635971069336,383.0,US-IL,Dongola,no,,,IL,DONGOLA HELIPORT
7247,0IS8,heliport,Blessing Hospital At 11th St Heliport,39.936012,-91.398659,650.0,US-IL,Quincy,no,,,IL,BLESSING HOSPITAL AT 11TH ST HELIPORT
7248,0IS9,heliport,Bernardin Heliport,41.70840072631836,-89.2029037475586,830.0,US-IL,West Brooklyn,no,,,IL,BERNARDIN HELIPORT
7283,0LL0,small_airport,Kaufield Airport,42.265259,-88.727754,783.0,US-IL,Belvidere,no,,,IL,KAUFIELD AIRPORT
7284,0LL1,small_airport,Jerseyville Aviation Inc Airport,39.094200134277344,-90.31340026855467,604.0,US-IL,Jerseyville,no,,,IL,JERSEYVILLE AVIATION INC AIRPORT
7285,0LL2,small_airport,Murk's Strip,40.738899231,-90.3806991577,700.0,US-IL,St. Augustine,no,,,IL,MURK'S STRIP
7286,0LL3,small_airport,Koenig Airport,39.05500030517578,-90.34210205078124,614.0,US-IL,Jerseyville,no,,,IL,KOENIG AIRPORT
7287,0LL4,small_airport,Flaherty Field,41.419592,-89.121394,664.0,US-IL,La Salle,no,,,IL,FLAHERTY FIELD
7288,0LL5,small_airport,Busboom RLA Restricted Landing Area,40.1100006104,-88.07839965820001,675.0,US-IL,St Joseph,no,,,IL,BUSBOOM RLA RESTRICTED LANDING AREA
7289,0LL6,small_airport,Gord Airport,41.69839859008789,-88.60759735107422,710.0,US-IL,Sandwich,no,,,IL,GORD AIRPORT
7290,0LL7,heliport,Northwestern Medicine Valley West Hospital Heliport,41.657994,-88.621297,670.0,US-IL,Sandwich,no,,,IL,NORTHWESTERN MEDICINE VALLEY WEST HOSPITAL HELIPORT
7416,0NK0,small_airport,Berdick Field,42.33399963378906,-78.79090118408203,1690.0,US-NY,Cattaraugus,no,,,NY,BERDICK FIELD
7417,0NK1,small_airport,Spring Brook Airport,43.361698150634766,-76.22019958496094,450.0,US-NY,Central Square,no,,,NY,SPRING BROOK AIRPORT
7418,0NK2,small_airport,Westwind Farm Airport,42.9833984375,-74.01619720458984,800.0,US-NY,Charlton,no,,,NY,WESTWIND FARM AIRPORT
7419,0NK3,small_airport,Seven Gullies Airport,42.695653,-77.792451,600.0,US-NY,Groveland,no,,,NY,SEVEN GULLIES AIRPORT
7420,0NK4,heliport,Nassau University Medical Center Heliport,40.726482,-73.552773,80.0,US-NY,Hempstead,no,,,NY,NASSAU UNIVERSITY MEDICAL CENTER HELIPORT
7422,0NK6,small_airport,Cochran Airport,42.438421,-76.089272,1280.0,US-NY,Marathon,no,,,NY,COCHRAN AIRPORT
7423,0NK7,heliport,King Street Heliport,41.10279,-73.725087,470.0,US-NY,Armonk,no,,,NY,KING STREET HELIPORT
7429,0NY0,small_airport,Bennetts Airport,43.692973,-73.978013,1040.0,US-NY,North Creek,no,,,NY,BENNETTS AIRPORT
7430,0NY1,small_airport,Russell Field,43.139198303222656,-73.6531982421875,260.0,US-NY,Northumberland,no,,,NY,RUSSELL FIELD
346774,0NY2,heliport,Amar Heliport,41.231009,-74.047353,507.0,US-NY,Stony Point,no,,,NY,AMAR HELIPORT
7431,0NY3,small_airport,Kermizian Airport,43.31399917602539,-74.93209838867188,1440.0,US-NY,Ohio,no,,,NY,KERMIZIAN AIRPORT
347051,0NY4,heliport,Bridgeview Heliport,41.982698,-73.963206,133.0,US-NY,Kingston,no,,,NY,BRIDGEVIEW HELIPORT
7433,0NY6,heliport,New York State Police Troop E Zone 2 Auburn Heliport,42.928843,-76.615734,600.0,US-NY,Auburn,no,,,NY,NEW YORK STATE POLICE TROOP E ZONE 2 AUBURN HELIPORT
7434,0NY7,small_airport,Murphys Landing Strip,43.026623,-74.177055,940.0,US-NY,Amsterdam,no,,,NY,MURPHYS LANDING STRIP
7435,0NY8,small_airport,Wenskoski Field,42.99729919433594,-74.24539947509766,800.0,US-NY,Perth,no,,,NY,WENSKOSKI FIELD
7665,10IL,heliport,Riverside Medical Center Heliport,41.12360000610352,-87.88529968261719,620.0,US-IL,Kankakee,no,,,IL,RIVERSIDE MEDICAL CENTER HELIPORT
346195,10NK,heliport,Glens Falls Hospital Heliport,43.307336,-73.646211,328.0,US-NY,Glens Falls,no,,,NY,GLENS FALLS HOSPITAL HELIPORT
596705,11CO,heliport,Middle Park Health Fraser Campus Heliport,39.926861,-105.790317,8738.0,US-CO,Fraser,no,,,CO,MIDDLE PARK HEALTH FRASER CAMPUS HELIPORT
7713,11IL,heliport,Presence St Mary's Hospital - Kankakee Heliport,41.120718,-87.873075,610.0,US-IL,Kankakee,no,,,IL,PRESENCE ST MARY'S HOSPITAL - KANKAKEE HELIPORT
7715,11IS,heliport,St Anthony Memorial Hospital Heliport,39.125,-88.55059814453125,593.0,US-IL,Effingham,no,,,IL,ST ANTHONY MEMORIAL HOSPITAL HELIPORT
7719,11LL,small_airport,Thacker Airport,40.722514,-88.769108,720.0,US-IL,Chenoa,no,,,IL,THACKER AIRPORT
7731,11NK,small_airport,Hop House Airpark,42.91389846801758,-74.61170196533203,530.0,US-NY,Fort Plain,no,,,NY,HOP HOUSE AIRPARK
7754,12CO,small_airport,Omega 1 Airport,38.835499,-107.815184,6409.0,US-CO,Hotchkiss,no,,,CO,OMEGA 1 AIRPORT
7766,12IS,heliport,Mercer County Hospital Heliport,41.206084,-90.759419,729.0,US-IL,Aledo,no,,,IL,MERCER COUNTY HOSPITAL HELIPORT
7785,12NK,small_airport,Westport Airport,44.15840148925781,-73.43289947509766,276.0,US-NY,Westport,no,,,NY,WESTPORT AIRPORT
7813,13CO,heliport,Mann Heliport,40.55559921264648,-106.84400177001952,7500.0,US-CO,Steamboat Springs,no,,,CO,MANN HELIPORT
350762,13IL,heliport,Midwest Medical Center Heliport,42.449757,-90.456925,865.0,US-IL,Galena,no,,,IL,MIDWEST MEDICAL CENTER HELIPORT
7827,13LL,heliport,Henry Valve Company Heliport,41.9088890358,-87.87408247590001,640.0,US-IL,Melrose Park,no,,,IL,HENRY VALVE COMPANY HELIPORT
7841,13NK,heliport,Quaker Valley Farm Heliport,41.59749984741211,-73.53150177001953,1100.0,US-NY,Pawling,no,,,NY,QUAKER VALLEY FARM HELIPORT
7843,13NY,heliport,Stony Brook University Hospital Heliport,40.909885,-73.11465,190.0,US-NY,Stony Brook,no,,,NY,STONY BROOK UNIVERSITY HOSPITAL HELIPORT
7884,14IS,heliport,Marshall Browning Hospital Heliport,38.025239,-89.237025,454.0,US-IL,Du Quoin,no,,,IL,MARSHALL BROWNING HOSPITAL HELIPORT
7889,14LL,heliport,Gottlieb Heliport,41.91138164349999,-87.843619287,688.0,US-IL,Melrose Park,no,,,IL,GOTTLIEB HELIPORT
7903,14NK,small_airport,Mountain View Airport,43.34000015258789,-73.47899627685547,243.0,US-NY,Kingsbury,no,,,NY,MOUNTAIN VIEW AIRPORT
7904,14NY,heliport,Windy's Heliport,40.79755,-73.4179,222.0,US-NY,Melville,no,,,NY,WINDY'S HELIPORT
7932,15CO,heliport,Swedish Medical Center Heliport,39.65470123291016,-104.97100067138672,5374.0,US-CO,Englewood,no,,,CO,SWEDISH MEDICAL CENTER HELIPORT
7939,15IL,small_airport,Gittleson Farms Airport,41.79729843139648,-89.27320098876953,836.0,US-IL,Franklin Grove,no,,,IL,GITTLESON FARMS AIRPORT
7944,15LL,small_airport,Cloverleaf Ranch Airport,41.23749923706055,-89.53669738769531,807.0,US-IL,Tiskilwa,no,,,IL,CLOVERLEAF RANCH AIRPORT
7958,15NY,heliport,Peninsula Hospital Center Heliport,40.59180068969727,-73.78009796142578,757.0,US-NY,Far Rockaway,no,,,NY,PENINSULA HOSPITAL CENTER HELIPORT
45322,16CO,small_airport,Dry Pen Airport,39.40227,-108.07602,5331.0,US-CO,Parachute,no,,,CO,DRY PEN AIRPORT
7991,16IL,small_airport,Harold Bunger Airport,42.067857,-88.827176,830.0,US-IL,Kirkland,no,,,IL,HAROLD BUNGER AIRPORT
7993,16IS,small_airport,Kellums Airport,37.577608,-89.008583,720.0,US-IL,Goreville,no,,,IL,KELLUMS AIRPORT
7997,16LL,heliport,Oak Landing Heliport,42.29999923706055,-88.38059997558594,870.0,US-IL,Bull Valley,no,,,IL,OAK LANDING HELIPORT
8009,16NK,heliport,Delaware Valley Hospital Heliport,42.16239929199219,-75.12799835205078,1220.0,US-NY,Walton,no,,,NY,DELAWARE VALLEY HOSPITAL HELIPORT
45331,17CO,small_airport,Skylane Ranch Airport,40.272258,-105.032625,5000.0,US-CO,Berthoud,no,,,CO,SKYLANE RANCH AIRPORT
8058,17NK,small_airport,Re-Dun Field,42.457059,-76.951053,1351.0,US-NY,Rock Stream,no,,,NY,RE-DUN FIELD
8085,18CO,heliport,Rangely District Hospital Heliport,40.0807991027832,-108.8040008544922,5224.0,US-CO,Rangely,no,,,CO,RANGELY DISTRICT HOSPITAL HELIPORT
8092,18IL,heliport,AMITA Health Medical Center La Grange Heliport,41.79699,-87.887281,700.0,US-IL,La Grange,no,,,IL,AMITA HEALTH MEDICAL CENTER LA GRANGE HELIPORT
8109,18NY,small_airport,Strip in the Woods Airport,42.017362,-74.047593,500.0,US-NY,Woodstock,no,,,NY,STRIP IN THE WOODS AIRPORT
8132,19CO,heliport,UCH-MHS Memorial Central Heliport,38.840375,-104.799385,6155.0,US-CO,Colorado Springs,no,,,CO,UCH-MHS MEMORIAL CENTRAL HELIPORT
8140,19IS,small_airport,Skillet Fork Farm Airport,38.2958984375,-88.55699920654297,430.0,US-IL,Wayne City,no,,,IL,SKILLET FORK FARM AIRPORT
8144,19LL,small_airport,Neiner Airport,41.25699996948242,-87.91950225830078,650.0,US-IL,Manteno,no,,,IL,NEINER AIRPORT
8153,19NK,small_airport,Riveredge Airpark,43.243900299072266,-76.15280151367188,378.0,US-NY,Central Square,no,,,NY,RIVEREDGE AIRPARK
8154,19NY,small_airport,Four Seasons Airport,42.40620040893555,-77.96080017089844,1650.0,US-NY,Reading,no,,,NY,FOUR SEASONS AIRPORT
8172,1A1,small_airport,Green Acres Airport,42.14870071411133,-73.7509994506836,295.0,US-NY,Livingston,no,,,NY,GREEN ACRES AIRPORT
8216,1B8,small_airport,Chapin Field,43.050098,-73.366203,508.0,US-NY,Cambridge,no,,,NY,CHAPIN FIELD
8217,1C3,small_airport,Argyle Airport,43.2542,-73.470901,330.0,US-NY,Argyle,no,,,NY,ARGYLE AIRPORT
8219,1C8,small_airport,Cottonwood Airport,42.29169845581055,-89.13619995117188,741.0,US-IL,Rockford,no,,,IL,COTTONWOOD AIRPORT
8231,1CD0,heliport,Murphy Heliport,40.142799377441406,-105.00299835205078,4870.0,US-CO,Longmont,no,,,CO,MURPHY HELIPORT
8232,1CD1,small_airport,Reed International Airport,40.688277,-104.862271,5350.0,US-CO,Nunn,no,,,CO,REED INTERNATIONAL AIRPORT
8233,1CD2,small_airport,Tonga Airport,40.167377,-104.798575,4925.0,US-CO,Platteville,no,,,CO,TONGA AIRPORT
8234,1CD4,small_airport,Eagle Soaring Airport,40.506168,-106.947948,6600.0,US-CO,Steamboat Springs,no,,,CO,EAGLE SOARING AIRPORT
8235,1CD5,heliport,Rio Grande Hospital Heliport,37.67499923706055,-106.36299896240234,7190.0,US-CO,Del Norte,no,,,CO,RIO GRANDE HOSPITAL HELIPORT
8245,1CO0,heliport,Aurora Regional Medical Center Heliport,39.68830108642578,-104.83200073242188,5604.0,US-CO,Aurora,no,,,CO,AURORA REGIONAL MEDICAL CENTER HELIPORT
8246,1CO1,heliport,Mount Morrison Heliport,39.6692008972168,-105.22000122070312,7881.0,US-CO,Morrison,no,,,CO,MOUNT MORRISON HELIPORT
8247,1CO2,small_airport,Williams Ranch Airport,38.163733,-108.338398,6842.0,US-CO,Norwood,no,,,CO,WILLIAMS RANCH AIRPORT
8248,1CO3,small_airport,Bellmore Farms Airport,40.7041015625,-104.7979965209961,5225.0,US-CO,Nunn,no,,,CO,BELLMORE FARMS AIRPORT
8249,1CO4,small_airport,Clifford Field,38.57500076293945,-107.95899963378906,5560.0,US-CO,Olathe,no,,,CO,CLIFFORD FIELD
8250,1CO5,small_airport,Melon Field,38.016229,-103.69464,4260.0,US-CO,Rocky Ford,no,,,CO,MELON FIELD
8251,1CO6,heliport,Lands End Microwave Heliport,39.0848,-108.219509,9940.0,US-CO,Palisade,no,,,CO,LANDS END MICROWAVE HELIPORT
8252,1CO7,small_airport,Dodsworth Airport,38.55139923095703,-105.99199676513672,7480.0,US-CO,Salida,no,,,CO,DODSWORTH AIRPORT
8253,1CO8,small_airport,Everitt Airport,39.52920150756836,-104.65799713134766,6295.0,US-CO,Parker,no,,,CO,EVERITT AIRPORT
8254,1CO9,heliport,MCHD Heliport,37.36299896240234,-108.5749969482422,6153.0,US-CO,Cortez,no,,,CO,MCHD HELIPORT
8260,1D5,small_airport,Luther Airport,43.029556,-75.849814,740.0,US-NY,Chittenango,no,,,NY,LUTHER AIRPORT
8268,1E8,small_airport,Degrasse Moores Airport,44.388266,-75.066376,814.0,US-NY,Russell,no,,,NY,DEGRASSE MOORES AIRPORT
8271,1F2,small_airport,Plateau Sky Ranch Airport,43.225101,-74.114899,1070.0,US-NY,Edinburg,no,,,NY,PLATEAU SKY RANCH AIRPORT
8295,1G6,small_airport,Michael Airfield,43.181702,-76.1278,400.0,US-NY,Cicero,no,,,NY,MICHAEL AIRFIELD
8316,1H1,small_airport,Airlane Enterprises Airport,43.205101,-76.178802,385.0,US-NY,Clay,no,,,NY,AIRLANE ENTERPRISES AIRPORT
8317,1H4,small_airport,Greenville-Rainbow Airport,42.419465,-74.006889,840.0,US-NY,Greenville,no,,,NY,GREENVILLE-RAINBOW AIRPORT
8319,1I1,small_airport,Marcy Field,44.220901,-73.791298,985.0,US-NY,Keene,no,,,NY,MARCY FIELD
8348,1IL0,small_airport,Barnstorm Field,40.775001525878906,-89.0010986328125,731.0,US-IL,El Paso,no,,,IL,BARNSTORM FIELD
8349,1IL1,small_airport,Horsefeathers Ranch Airport,39.241595,-89.426565,653.0,US-IL,Irving,no,,,IL,HORSEFEATHERS RANCH AIRPORT
8351,1IL3,heliport,Alton Memorial Hospital Heliport,38.90219879150391,-90.1613998413086,525.0,US-IL,Alton,no,,,IL,ALTON MEMORIAL HOSPITAL HELIPORT
8352,1IL4,small_airport,Flight Park Inc Airport,38.418701,-90.131203,631.0,US-IL,Millstadt,no,,,IL,FLIGHT PARK INC AIRPORT
350768,1IL5,heliport,Highland Heliport,38.76032,-89.674326,560.0,US-IL,Highland,no,,,IL,HIGHLAND HELIPORT
8354,1IL7,heliport,Gearhart-Hollow Heliport,41.86479949951172,-89.50289916992188,800.0,US-IL,Dixon,no,,,IL,GEARHART-HOLLOW HELIPORT
8355,1IL8,small_airport,Loy Airport,40.93199920654297,-87.59590148925781,665.0,US-IL,Donovan,no,,,IL,LOY AIRPORT
8356,1IL9,small_airport,Holland Field,40.30059814453125,-89.12439727783203,715.0,US-IL,Mc Lean,no,,,IL,HOLLAND FIELD
8366,1IS2,small_airport,Triple Creek Airport,39.89640045166016,-88.52230072021484,666.0,US-IL,Bement,no,,,IL,TRIPLE CREEK AIRPORT
8367,1IS3,small_airport,Cribbet Airport,39.69556,-89.05953,620.0,US-IL,Blue Mound,no,,,IL,CRIBBET AIRPORT
8368,1IS4,small_airport,Swan Valley Farm Airport,42.134783,-89.824208,916.0,US-IL,Lanark,no,,,IL,SWAN VALLEY FARM AIRPORT
8369,1IS5,small_airport,Walder's Farm Airport,41.653099060058594,-89.00150299072266,900.0,US-IL,Paw Paw,no,,,IL,WALDER'S FARM AIRPORT
8370,1IS7,heliport,Ingersoll Heliport,42.29949951171875,-89.06929779052734,745.0,US-IL,Rockford,no,,,IL,INGERSOLL HELIPORT
8371,1IS8,heliport,Sword's Heliport,41.86249923706055,-89.22119903564453,799.0,US-IL,Ashton,no,,,IL,SWORD'S HELIPORT
