flight_date,flight_month,flight_year,airport_name,origin_state_abbr,operator,aircraft_type,engines,flight_phase,altitude,conditions_sky,conditions_precipitation,wildlife_species,pilot_warned,wildlife_size,latitude,longitude,elevation_ft,nearest_turbine_km,avg_temp_c,avg_humidity_pct,avg_wind_speed_kmh,avg_visibility_km,total_precip_mm,avg_pressure_hpa,season,migration_density,is_peak_migration,risk_target
2024-08-19,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,White-tailed jackrabbit,Unknown,Large,39.861698,-104.672997,5431.0,14.11,23.596491228070175,54.18421052631579,17.36393157894737,15.318375736842103,6.858,838.9781225,Summer,0.4015,0,2
2024-08-19,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,23.596491228070175,54.18421052631579,17.36393157894737,15.318375736842103,6.858,838.9781225,Summer,0.4015,0,2
2024-08-19,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Burrowing owl,No,Small,39.861698,-104.672997,5431.0,14.11,23.596491228070175,54.18421052631579,17.36393157894737,15.318375736842103,6.858,838.9781225,Summer,0.4015,0,2
2024-08-29,8,2024,LA GUARDIA ARPT,NY,DELTA AIR LINES,A  ,2.0,Approach,0.0,No Cloud,No Precipitation,Eastern wood-pewee,Yes,Small,40.777199,-73.872597,21.0,17.1,23.4984984984985,68.86486486486487,18.00720972972973,16.072522075675675,0.0,1021.9484351621622,Summer,0.3178,0,1
2024-08-30,8,2024,LA GUARDIA ARPT,NY,AMERICAN AIRLINES,A  ,2.0,Climb,2000.0,Some Cloud,No Precipitation,Unknown bird - small,Unknown,Small,40.777199,-73.872597,21.0,17.1,20.83333333333333,75.11764705882354,16.235400588235294,15.692011670588236,7.112,1023.7256169411766,Summer,0.3178,0,0
2024-08-20,8,2024,YAMPA VALLEY,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,American kestrel,Unknown,Small,40.481201,-107.218002,6606.0,180.19,25.850694444444443,42.0625,15.79164875,16.0692599,0.0,838.62890103125,Summer,0.4015,0,0
2024-08-19,8,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Rock pigeon,Unknown,Small,41.9786,-87.9048,680.0,4.16,21.11111111111111,64.16666666666667,22.047958,16.07408792,0.0,995.1922932,Summer,0.3078,0,1
2024-08-19,8,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Barn swallow,Unknown,Small,41.9786,-87.9048,680.0,4.16,21.11111111111111,64.16666666666667,22.047958,16.07408792,0.0,995.1922932,Summer,0.3078,0,1
2024-08-20,8,2024,SCHENECTADY COUNTY,NY,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,American kestrel,Unknown,Small,42.852500915527,-73.928901672363,378.0,43.26,20.43402777777777,55.21875,20.669960625,16.0722774125,0.0,1011.2395488125,Summer,0.3178,0,0
2024-08-20,8,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Rock pigeon,Unknown,Small,41.9786,-87.9048,680.0,4.16,18.63799283154122,61.64516129032258,12.770891612903226,16.071596038709675,0.0,999.323689,Summer,0.3078,0,0
2024-08-20,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Burrowing owl,No,Small,39.861698,-104.672997,5431.0,14.11,25.850694444444443,42.0625,15.79164875,16.0692599,0.0,838.62890103125,Summer,0.4015,0,1
2024-08-20,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,25.850694444444443,42.0625,15.79164875,16.0692599,0.0,838.62890103125,Summer,0.4015,0,1
2024-08-20,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Burrowing owl,Unknown,Small,39.861698,-104.672997,5431.0,14.11,25.850694444444443,42.0625,15.79164875,16.0692599,0.0,838.62890103125,Summer,0.4015,0,1
2024-08-21,8,2024,CENTENNIAL ARPT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Western kingbird,Unknown,Small,39.5701,-104.849,5885.0,22.18,26.797385620915037,34.94117647058823,17.134737647058824,16.07067990588235,0.0,836.1992907058824,Summer,0.4015,0,0
2024-08-21,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,American kestrel,Yes,Small,39.861698,-104.672997,5431.0,14.11,26.797385620915037,34.94117647058823,17.134737647058824,16.07067990588235,0.0,836.1992907058824,Summer,0.4015,0,1
2024-08-21,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Burrowing owl,Unknown,Small,39.861698,-104.672997,5431.0,14.11,26.797385620915037,34.94117647058823,17.134737647058824,16.07067990588235,0.0,836.1992907058824,Summer,0.4015,0,1
2024-11-21,11,2024,EAGLE COUNTY REGIONAL,CO,SKYWEST AIRLINES,A  ,2.0,Approach,700.0,Some Cloud,No Precipitation,Clark's nutcracker,No,Small,39.64260101,-106.9179993,6548.0,147.17,4.444444444444445,49.333333333333336,9.477224444444444,16.082671066666666,0.0,837.7552594444445,Fall,0.2494,0,0
2024-08-21,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Western meadowlark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,26.797385620915037,34.94117647058823,17.134737647058824,16.07067990588235,0.0,836.1992907058824,Summer,0.4015,0,1
2024-08-29,8,2024,GREATER ROCHESTER INTL,NY,ENVOY AIR,A  ,2.0,Climb,14000.0,Some Cloud,No Precipitation,Unknown bird,Unknown,Unknown,43.1189,-77.672401,559.0,27.87,23.4984984984985,68.86486486486487,18.00720972972973,16.072522075675675,0.0,1021.9484351621622,Summer,0.3178,0,0
2024-08-30,8,2024,DENVER INTL AIRPORT,CO,FRONTIER AIRLINES,A  ,2.0,Landing Roll,0.0,No Cloud,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,21.89236111111111,37.3125,16.747194375,16.0692599,0.0,841.4366416400001,Summer,0.4015,0,2
2024-08-22,8,2024,SYRACUSE HANCOCK INTL,NY,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,American kestrel,Yes,Small,43.111198,-76.1063,421.0,30.07,21.28472222222222,53.96875,15.037270625,16.0692599,0.0,1020.615616125,Summer,0.3178,0,0
2024-08-30,8,2024,LA GUARDIA ARPT,NY,UNITED AIRLINES,A  ,2.0,Approach,1200.0,Some Cloud,No Precipitation,Chimney swift,Yes,Small,40.777199,-73.872597,21.0,17.1,20.83333333333333,75.11764705882354,16.235400588235294,15.692011670588236,7.112,1023.7256169411766,Summer,0.3178,0,0
2024-08-23,8,2024,WESTCHESTER COUNTY ARPT,NY,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Killdeer,Yes,Small,41.066998,-73.707573,439.0,51.55,22.811447811447813,57.72727272727273,12.728416363636365,16.069991418181814,0.0,1024.0648595757575,Summer,0.3178,0,0
2024-08-30,8,2024,SYRACUSE HANCOCK INTL,NY,AMERICAN AIRLINES,A  ,2.0,Approach,1000.0,Some Cloud,No Precipitation,Unknown bird - small,Unknown,Small,43.111198,-76.1063,421.0,30.07,20.83333333333333,75.11764705882354,16.235400588235294,15.692011670588236,7.112,1023.7256169411766,Summer,0.3178,0,0
2024-08-29,8,2024,LA GUARDIA ARPT,NY,SOUTHWEST AIRLINES,A  ,2.0,Approach,1000.0,Some Cloud,No Precipitation,Veery,Yes,Small,40.777199,-73.872597,21.0,17.1,23.4984984984985,68.86486486486487,18.00720972972973,16.072522075675675,0.0,1021.9484351621622,Summer,0.3178,0,0
2024-08-31,8,2024,CHICAGO O'HARE INTL ARPT,IL,NIPPON CARGO AIRLINES,A  ,4.0,Approach,0.0,No Cloud,No Precipitation,Unknown bird,Yes,Unknown,41.9786,-87.9048,680.0,4.16,23.125,61.53125,9.4548725,16.0692599,0.0,992.56149146875,Summer,0.3078,0,2
2024-09-01,9,2024,GRAND JUNCTION REGIONAL ARPT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Horned lark,Yes,Small,39.122402,-108.527,4858.0,295.95,22.962962962962965,24.87878787878788,18.87316909090909,16.069991418181814,0.0,841.6205328787879,Fall,0.4463,0,0
2024-08-23,8,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Mourning dove,Unknown,Small,41.9786,-87.9048,680.0,4.16,21.89236111111111,56.78125,8.0467,16.0692599,0.0,998.50883890625,Summer,0.3078,0,1
2024-09-01,9,2024,DENVER INTL AIRPORT,CO,SOUTHWEST AIRLINES,A  ,2.0,Take-off Run,0.0,No Cloud,No Precipitation,Unknown bird - small,No,Small,39.861698,-104.672997,5431.0,14.11,22.962962962962965,24.87878787878788,18.87316909090909,16.069991418181814,0.0,841.6205328787879,Fall,0.4463,0,2
2024-09-01,9,2024,ALBANY INTL,NY,SOUTHWEST AIRLINES,A  ,2.0,Approach,1000.0,No Cloud,No Precipitation,Unknown bird - small,No,Small,42.748299,-73.801697,285.0,48.16,24.365079365079364,86.88571428571429,13.748361714285714,15.968331291428573,0.0,1011.514693,Fall,0.3692,0,0
2024-08-23,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,22.65079365079365,56.51428571428571,16.185362285714284,16.07132905142857,1.016,835.3933868,Summer,0.4015,0,1
2024-08-23,8,2024,DURANGO-LA PLATA COUNTY ARPT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,American kestrel,No,Small,37.151501,-107.753998,6689.0,266.95,22.65079365079365,56.51428571428571,16.185362285714284,16.07132905142857,1.016,835.3933868,Summer,0.4015,0,0
2021-08-01,8,2021,JOHN F KENNEDY INTL,NY,JETBLUE AIRWAYS,A  ,2.0,Approach,0.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.639801,-73.7789,13.0,19.57,21.493055555555557,74.40625,14.886395,16.0692599,1.016,1011.6840125,Summer,0.2486,0,1
2023-04-14,4,2023,LA GUARDIA ARPT,NY,DELTA AIR LINES,A  ,2.0,Departure,0.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.777199,-73.872597,21.0,17.1,18.78472222222222,61.1875,14.936686875,16.0692599,0.0,1010.6680955,Spring,0.5623,0,2
2023-04-17,4,2023,LA GUARDIA ARPT,NY,DELTA AIR LINES,A  ,2.0,Landing Roll,0.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.777199,-73.872597,21.0,17.1,14.390243902439025,77.02439024390245,20.01861951219512,9.380097068292685,0.254,1002.3136235853658,Spring,0.5623,0,2
2023-04-20,4,2023,JOHN F KENNEDY INTL,NY,DELTA AIR LINES,A  ,2.0,Approach,2000.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.639801,-73.7789,13.0,19.57,10.01736111111111,65.21875,11.16479625,16.0692599,0.0,1021.64211559375,Spring,0.5623,0,0
2023-05-13,5,2023,JOHN F KENNEDY INTL,NY,JETBLUE AIRWAYS,A  ,2.0,Departure,0.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.639801,-73.7789,13.0,19.57,22.569444444444443,51.4375,15.18814625,16.0692599,0.0,1015.15506225,Spring,0.9633,1,2
2023-08-13,8,2023,JOHN F KENNEDY INTL,NY,AMERICAN AIRLINES,A  ,2.0,Approach,30.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.639801,-73.7789,13.0,19.57,25.043859649122805,77.07894736842105,14.658042702702703,14.31592632105263,59.436,1010.8730612105264,Summer,0.2891,0,1
2023-09-08,9,2023,JOHN F KENNEDY INTL,NY,COPA AIRLINES,A  ,2.0,Approach,3000.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.639801,-73.7789,13.0,19.57,25.144927536231886,88.19565217391305,10.845552173913044,11.159723330434783,0.254,1013.1048239565216,Fall,0.3119,0,0
2023-10-01,10,2023,JOHN F KENNEDY INTL,NY,DELTA AIR LINES,A  ,2.0,Approach,900.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.639801,-73.7789,13.0,19.57,19.77430555555556,72.84375,16.948361875,16.0692599,0.0,1020.4251316875,Fall,0.3136,0,0
2023-11-05,11,2023,LA GUARDIA ARPT,NY,AMERICAN AIRLINES,A  ,2.0,Approach,3000.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.777199,-73.872597,21.0,17.1,12.53472222222222,62.53125,9.505164375,15.74336855,0.0,1016.58369553125,Fall,0.2161,0,0
2023-11-11,11,2023,JOHN F KENNEDY INTL,NY,DELTA AIR LINES,A  ,2.0,Approach,900.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.639801,-73.7789,13.0,19.57,8.28125,60.5,17.80332375,16.0692599,0.0,1025.79044334375,Fall,0.2161,0,0
2023-11-11,11,2023,JOHN F KENNEDY INTL,NY,AMERICAN AIRLINES,A  ,2.0,Approach,2000.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.639801,-73.7789,13.0,19.57,8.28125,60.5,17.80332375,16.0692599,0.0,1025.79044334375,Fall,0.2161,0,0
2023-11-18,11,2023,LA GUARDIA ARPT,NY,AMERICAN AIRLINES,A  ,2.0,Climb,200.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,40.777199,-73.872597,21.0,17.1,10.895061728395062,67.88888888888889,23.871876666666665,16.071942133333334,0.0,1006.8866266666666,Fall,0.2161,0,0
2024-08-24,8,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Barn swallow,Unknown,Small,41.9786,-87.9048,680.0,4.16,25.488215488215488,64.9090909090909,6.291056363636364,16.069991418181814,0.0,996.2143672727271,Summer,0.3078,0,0
2024-08-25,8,2024,WESTCHESTER COUNTY ARPT,NY,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Barn swallow,Yes,Small,41.066998,-73.707573,439.0,51.55,23.71527777777778,71.6875,16.0934,16.0692599,0.0,1022.26648125,Summer,0.3178,0,0
2024-08-25,8,2024,DURANGO-LA PLATA COUNTY ARPT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Northern house wren,No,Small,37.151501,-107.753998,6689.0,266.95,25.735294117647054,34.8235294117647,20.353417647058823,16.07067990588235,0.0,838.261004617647,Summer,0.4015,0,0
2024-08-26,8,2024,ROCKY MOUNTAIN METROPOLITAN ARPT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Western meadowlark,Unknown,Small,39.908802,-105.116997,5673.0,8.79,22.659932659932657,50.96969696969697,14.630363636363636,16.069991418181814,0.508,840.3070240303031,Summer,0.4015,0,1
2024-06-07,6,2024,JOHN F KENNEDY INTL,NY,COPA AIRLINES,A  ,2.0,Approach,0.0,Some Cloud,No Precipitation,Unknown bird,Yes,Unknown,40.639801,-73.7789,13.0,19.57,24.010416666666668,58.21875,16.244275625,16.0692599,0.0,1001.7999866875,Summer,0.5147,0,2
2024-05-09,5,2024,CHICAGO O'HARE INTL ARPT,IL,AMERICAN AIRLINES,A  ,2.0,Climb,100.0,Some Cloud,No Precipitation,Mallard,Yes,Medium,41.9786,-87.9048,680.0,4.16,12.95061728395062,83.88888888888889,19.41936933333333,14.866367657777776,24.13,984.2203896,Spring,0.9753,1,2
2024-05-11,5,2024,JOHN F KENNEDY INTL,NY,AMERICAN AIRLINES,A  ,2.0,Climb,40.0,Some Cloud,No Precipitation,White-headed gull complex,Yes,Medium,40.639801,-73.7789,13.0,19.57,11.38047138047138,70.75757575757575,17.946579393939395,15.863215612121213,0.0,1010.355110969697,Spring,1.0,1,2
2024-05-12,5,2024,LA GUARDIA ARPT,NY,AIR CANADA,A  ,2.0,Approach,2300.0,No Cloud,No Precipitation,Common yellowthroat,Yes,Small,40.777199,-73.872597,21.0,17.1,10.64102564102564,75.6923076923077,14.112673846153845,16.07359273846154,1.27,1012.6000744102564,Spring,1.0,1,0
2024-08-24,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,39.861698,-104.672997,5431.0,14.11,25.0,40.121212121212125,16.87368606060606,16.069991418181814,0.0,835.6994812727273,Summer,0.4015,0,1
2024-06-02,6,2024,CHICAGO O'HARE INTL ARPT,IL,QATAR AIRWAYS,A  ,2.0,Landing Roll,0.0,Unknown,No Precipitation,Unknown bird - small,Unknown,Small,41.9786,-87.9048,680.0,4.16,18.664021164021165,75.57142857142857,10.307439523809524,13.63494156190476,0.0,990.4384466666668,Summer,0.3599,0,2
2024-06-04,6,2024,CHICAGO O'HARE INTL ARPT,IL,BRITISH AIRWAYS,A  ,2.0,Take-off Run,0.0,Unknown,No Precipitation,Mallard,Yes,Medium,41.9786,-87.9048,680.0,4.16,24.67479674796748,68.14634146341463,13.895277073170732,14.769423458536586,6.858,982.1604733414632,Summer,0.3599,0,2
2024-08-30,8,2024,CENTENNIAL ARPT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,American kestrel,Unknown,Small,39.5701,-104.849,5885.0,22.18,21.89236111111111,37.3125,16.747194375,16.0692599,0.0,841.4366416400001,Summer,0.4015,0,0
2024-08-30,8,2024,ROCKY MOUNTAIN METROPOLITAN ARPT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Barn swallow,Unknown,Small,39.908802,-105.116997,5673.0,8.79,21.89236111111111,37.3125,16.747194375,16.0692599,0.0,841.4366416400001,Summer,0.4015,0,1
2024-08-30,8,2024,ASPEN-PITKIN COUNTY ARPT/SARDY FIELD,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Mountain bluebird,Unknown,Small,39.2232,-106.869003,7820.0,159.85,21.89236111111111,37.3125,16.747194375,16.0692599,0.0,841.4366416400001,Summer,0.4015,0,0
2024-08-30,8,2024,WESTCHESTER COUNTY ARPT,NY,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Killdeer,Yes,Small,41.066998,-73.707573,439.0,51.55,20.83333333333333,75.11764705882354,16.235400588235294,15.692011670588236,7.112,1023.7256169411766,Summer,0.3178,0,1
2024-08-30,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Cliff swallow,Unknown,Small,39.861698,-104.672997,5431.0,14.11,21.89236111111111,37.3125,16.747194375,16.0692599,0.0,841.4366416400001,Summer,0.4015,0,1
2024-08-31,8,2024,UNIV OF ILLINOIS -WILLARD ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Killdeer,Unknown,Small,40.0392,-88.2781,755.0,6.22,23.125,61.53125,9.4548725,16.0692599,0.0,992.56149146875,Summer,0.3078,0,1
2024-08-26,8,2024,EAGLE COUNTY REGIONAL,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Mountain bluebird,Unknown,Small,39.64260101,-106.9179993,6548.0,147.17,22.659932659932657,50.96969696969697,14.630363636363636,16.069991418181814,0.508,840.3070240303031,Summer,0.4015,0,0
2024-08-26,8,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Little brown bat,Unknown,Small,41.9786,-87.9048,680.0,4.16,30.36458333333333,56.375,16.948361875,16.0692599,0.0,993.64090328125,Summer,0.3078,0,1
2024-08-26,8,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Killdeer,Unknown,Small,41.9786,-87.9048,680.0,4.16,30.36458333333333,56.375,16.948361875,16.0692599,0.0,993.64090328125,Summer,0.3078,0,1
2024-08-26,8,2024,CHICAGO MIDWAY INTL ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,American kestrel,Unknown,Small,41.785999,-87.752197,620.0,8.59,30.36458333333333,56.375,16.948361875,16.0692599,0.0,993.64090328125,Summer,0.3078,0,1
2024-08-26,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,22.659932659932657,50.96969696969697,14.630363636363636,16.069991418181814,0.508,840.3070240303031,Summer,0.4015,0,1
2024-08-27,8,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,American kestrel,Unknown,Small,41.9786,-87.9048,680.0,4.16,28.444444444444446,70.125,16.978537,14.28369717,46.228,991.306410675,Summer,0.3078,0,2
2024-08-27,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,21.88552188552188,36.96969696969697,15.107030322580648,16.069991418181814,0.0,840.2249297272728,Summer,0.4015,0,1
2024-08-27,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Unknown bird - small,Unknown,Small,39.861698,-104.672997,5431.0,14.11,21.88552188552188,36.96969696969697,15.107030322580648,16.069991418181814,0.0,840.2249297272728,Summer,0.4015,0,1
2024-08-28,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,25.705705705705704,32.108108108108105,17.006809189189187,15.724556670270267,0.254,834.6261537297298,Summer,0.4015,0,2
2024-08-28,8,2024,JOHN F KENNEDY INTL,NY,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Diamondback terrapin,Yes,Medium,40.639801,-73.7789,13.0,19.57,27.63071895424837,70.26470588235294,15.383397058823528,16.07067990588235,0.0,1014.064445470588,Summer,0.3178,0,1
2024-08-29,8,2024,CENTENNIAL ARPT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,American kestrel,Unknown,Small,39.5701,-104.849,5885.0,22.18,21.99652777777778,36.6875,16.99865375,16.0692599,0.0,837.5177418125,Summer,0.4015,0,0
2024-08-28,8,2024,EAGLE COUNTY REGIONAL,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Prairie falcon,Unknown,Medium,39.64260101,-106.9179993,6548.0,147.17,25.705705705705704,32.108108108108105,17.006809189189187,15.724556670270267,0.254,834.6261537297298,Summer,0.4015,0,2
2024-08-28,8,2024,DURANGO-LA PLATA COUNTY ARPT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Barn swallow,Unknown,Small,37.151501,-107.753998,6689.0,266.95,25.705705705705704,32.108108108108105,17.006809189189187,15.724556670270267,0.254,834.6261537297298,Summer,0.4015,0,1
2024-08-28,8,2024,CHICAGO MIDWAY INTL ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,American kestrel,Unknown,Small,41.785999,-87.752197,620.0,8.59,24.57516339869281,80.91176470588235,13.821390588235294,15.592611258823528,6.35,994.4433034117646,Summer,0.3078,0,2
2024-08-28,8,2024,CITY OF COLORADO SPRINGS MUNI APRT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Western meadowlark,Unknown,Small,38.805801,-104.700996,6187.0,38.37,25.705705705705704,32.108108108108105,17.006809189189187,15.724556670270267,0.254,834.6261537297298,Summer,0.4015,0,1
2024-08-28,8,2024,CHICAGO O'HARE INTL ARPT,IL,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Peregrine falcon,Unknown,Medium,41.9786,-87.9048,680.0,4.16,24.57516339869281,80.91176470588235,13.821390588235294,15.592611258823528,6.35,994.4433034117646,Summer,0.3078,0,2
2024-08-28,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Western meadowlark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,25.705705705705704,32.108108108108105,17.006809189189187,15.724556670270267,0.254,834.6261537297298,Summer,0.4015,0,2
2024-08-29,8,2024,ROCKY MOUNTAIN METROPOLITAN ARPT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Western meadowlark,Unknown,Small,39.908802,-105.116997,5673.0,8.79,21.99652777777778,36.6875,16.99865375,16.0692599,0.0,837.5177418125,Summer,0.4015,0,1
2024-08-29,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Great horned owl,Unknown,Large,39.861698,-104.672997,5431.0,14.11,21.99652777777778,36.6875,16.99865375,16.0692599,0.0,837.5177418125,Summer,0.4015,0,2
2024-08-31,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Western meadowlark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,23.385416666666668,29.0,13.57880625,16.0692599,0.0,840.3644259062501,Summer,0.4015,0,1
2024-08-31,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,23.385416666666668,29.0,13.57880625,16.0692599,0.0,840.3644259062501,Summer,0.4015,0,1
2024-08-25,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Horned lark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,25.735294117647054,34.8235294117647,20.353417647058823,16.07067990588235,0.0,838.261004617647,Summer,0.4015,0,1
2024-08-24,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,White-tailed jackrabbit,Unknown,Large,39.861698,-104.672997,5431.0,14.11,25.0,40.121212121212125,16.87368606060606,16.069991418181814,0.0,835.6994812727273,Summer,0.4015,0,2
2024-08-23,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Western meadowlark,Unknown,Small,39.861698,-104.672997,5431.0,14.11,22.65079365079365,56.51428571428571,16.185362285714284,16.07132905142857,1.016,835.3933868,Summer,0.4015,0,1
2024-08-22,8,2024,DENVER INTL AIRPORT,CO,UNKNOWN,Unknown,2.0,Unknown,0.0,Unknown,No Precipitation,Unknown bird,Unknown,Unknown,39.861698,-104.672997,5431.0,14.11,23.0,51.885714285714286,18.53040057142857,15.22757508,2.032,836.7576182,Summer,0.4015,0,2
